,Unnamed: 0.1,filename,radial_velocity_reference,e_radial_velocity_reference,redchi_reference,teff,logg,Unnamed: 0,cntr_01,dist_x,pang_x,name,ra,dec,solution_id,designation,source_id,random_index,ref_epoch,ra.1,ra_error,dec.1,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,GaiaDR3,PDA,GaiaEDR3,TeffH,e_TeffH,loggH,e_loggH,TeffHe,e_TeffHe,loggHe,e_loggHe,radial_velocity_observed,e_radial_velocity_observed,redchi_observed,teff_corv,logg_corv,stark_velocity,e_stark_velocity,teff_bin,logg_bin,N,e_N,Hdensity,e_Hdensity
121,464,WD2248m504_a_2002_05_29T09_47_27_all.dat.gz,-12.057757640645889,2.6735743635220093,3.839429801006568,12999.823142125586,7.183430596531041,2430,1304,2.960865,121.009372,WD2248-504,342.75858333,-50.192111111,1636148068921376768,Gaia DR3 6514042654346344704,6514042654346344704,276337311,2016.0,342.75968440434,0.0184,-50.19253482057,0.0216,15.9413,0.0273,584.5645,185.692,160.16,0.022,-93.97,0.024,0.074,0.059,-0.1875,-0.0036,-0.1997,0.038,-0.34,-0.1585,-0.0642,0.0696,420,0,419,1,-0.5515,544.2037,0.121,3.6184,31,0,1.787,,,,,,,,48,22,0.034813,48,24,0,0.04,173.018,0,0,0.98,0.19,0.148,0.043,0.123,-124.148,-70.589,-1.251,17.471,0,416,17415.39466,10.68803,1629.43054,15.085033,47,13209.3537,24.56986,537.62421,15.036338,43,6565.9896,9.31181,705.12482,15.204645,1.136,0.0,0.0,0.0,0.0,0,-0.168307,-0.048696,-0.119612,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,339.60769771416,-57.48310772131,321.88689123081,-39.00097109839,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,6514042654346344704,0.98,6514042654346344704,15675.76,292.02,7.897577,0.025148,15583.93,312.99,7.947539,0.034977,2.7807996003180926,3.119260337028058,4.739736377518128,12712.564191310128,8.063590656880713,14.838557240963981,4.10825813787772,5,2,8.848623848665306e+16,1.3184019900273976e+16,8.678318258639274e+16,1.197551920993392e+16
122,465,WD0127m050_b_2002_09_27T07_09_45_all.dat.gz,-13.616981110181438,2.106540694690336,3.094122535310161,13610.121364863831,7.664191972638948,746,569,5.412145,-140.78061,WD0127-050,22.595958333,-4.7993888889,1636148068921376768,Gaia DR3 2480731779699826176,2480731779699826176,755298616,2016.0,22.59500441633,0.0343,-4.80055359771,0.0213,16.9283,0.0401,422.3513,336.303,-212.348,0.051,-260.783,0.022,0.1612,0.0995,-0.2611,-0.003,0.0053,0.041,-0.4633,0.0729,0.1453,0.1182,349,0,346,3,2.2253,589.2405,0.184,8.1458,31,0,1.793,,,,,,,,40,16,0.071091,45,29,0,0.022,102.737,0,0,1.085,0.272,0.564,0.166,0.416,-12.36,-7.85,-6.3,11.089,0,384,20428.27976,12.59223,1622.29236,14.911787,38,15553.832,29.70325,523.64069,14.858949,37,7607.61471,15.2351,499.34778,15.044774,1.134,0.0,2.0,0.0,4.0,0,-0.185825,-0.052838,-0.132987,,,,,,,,,,,,,,,,,,,,,VARIABLE,147.22286166106,-65.81875638191,19.06688671455,-13.24276934922,0,0,0,1,1,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,2480731779699826176,0.99,2480731779699826176,16283.0,323.4,7.917344,0.027661,16250.92,389.9,7.98602,0.041339,-1.725324452186844,2.292926802040665,2.9041408718996,12523.125839886658,8.674010343888934,11.891656657994595,3.113683833966267,6,3,9.252760713075149e+16,1.1125867616899856e+16,9.269006833524654e+16,1.0197800874170242e+16
123,471,WD1609p135_b_2000_06_10T05_22_41_all.dat.gz,108.43389700880432,1.3610004614886364,8.765379807074066,9175.222004509727,8.113121055074236,1645,1103,8.670412,178.917254,WD1609+135,242.85670833,13.371638889,1636148068921376768,Gaia DR3 4458207634145130368,4458207634145130368,1366657968,2016.0,242.8567551086,0.0229,13.36923087117,0.0201,44.9127,0.0307,1462.1969,544.33,13.549,0.027,-544.162,0.026,0.0909,-0.2588,0.3641,0.0368,-0.1508,0.0222,0.236,-0.1221,-0.1114,0.1167,284,0,284,0,1.5753,357.9595,0.06,0.8258,31,0,1.703,,,,,,,,32,18,0.040499,36,7,0,0.019,26.173,0,0,1.066,0.22,0.094,0.18,0.546,-123.268,-21.198,5.126,-26.66,0,305,17624.12648,9.43721,1867.51501,15.072098,34,11869.18288,20.34736,583.328,15.152491,34,8505.0258,14.786,575.20819,14.923706,1.156,0.0,1.0,0.0,2.0,0,0.228785,0.080393,0.148392,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,26.85159202058,41.45539975982,237.70851762511,33.81561634099,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,4458207634145130368,0.99,4458207634145130368,9234.69,89.49,8.552291,0.018862,8970.5,83.08,8.480776,0.018243,119.12110145714446,1.3431539446131922,3.203119705375235,9170.598959223284,8.833290821445265,10.68720444834014,1.9121675593687546,1,8,1.5863906009980178e+16,3123706552146677.5,1.5617983085414932e+16,2660644046151496.0
124,473,HS0129p1041_b_2002_09_27T07_18_24_all.dat.gz,40.72623605585267,2.984069570302452,3.93969701158243,13350.11520582034,7.461214449756819,344,277,1.628083,98.572927,HS0129+1041,22.939791667,10.949777778,1636148068921376768,Gaia DR3 2585306399337120128,2585306399337120128,207110178,2016.0,22.94024715169,0.0523,10.94971036231,0.0352,10.1153,0.0594,170.1573,103.941,102.885,0.061,-14.784,0.039,0.2271,0.3974,-0.0221,0.1527,0.0272,0.0762,-0.4764,0.0936,0.2732,0.2832,314,0,313,1,1.242,397.3926,0.159,2.1265,31,0,1.792,,,,,,,,36,15,0.08655,40,25,0,0.021,162.647,0,0,1.049,0.553,0.541,0.253,0.25,-24.198,-15.589,-19.56,10.712,0,339,6236.31266,5.09394,1224.26172,16.200047,38,4719.31157,10.15527,464.71567,16.153845,35,2313.50062,6.93269,333.70892,16.337221,1.128,0.0,1.0,0.0,1.0,0,-0.183376,-0.046202,-0.137175,,,,,,,,,,,,,,,,,,,,,VARIABLE,138.66991281559,-50.68576386766,25.26199352453,1.26369912462,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,2585306399337120128,1.0,2585306399337120128,16430.03,360.23,8.039819,0.03447,16274.16,437.39,8.098113,0.04978,45.4646390006798,3.3470571456367004,4.264780313390448,12754.364546831795,8.46776461587979,4.738402944827136,4.484134558257899,6,6,,,,
125,474,WD2326p049_a_2000_08_06T04_17_51_all.dat.gz,17.341317279034598,1.18791250666961,2.9083773329839,11211.126362755607,8.036690443550274,2487,1351,7.693238,-123.380867,WD2326+049,352.1985,5.2483888889,1636148068921376768,Gaia DR3 2660358032257156736,2660358032257156736,516302372,2016.0,352.19670801911,0.0217,5.24721309904,0.0173,57.062,0.0251,2277.7346,479.325,-398.246,0.032,-266.744,0.02,0.0785,0.1409,-0.0403,-0.201,-0.2825,-0.2594,0.1475,0.116,-0.3228,-0.1057,194,0,194,0,1.7136,502.5061,0.134,13.387,31,0,1.74,,,,,,,,23,14,0.045223,30,10,1,0.043,34.956,0,0,1.088,0.173,0.303,0.289,0.696,-111.992,-10.047,-49.587,22.01,0,243,112198.94563,226.58107,495.18234,13.062395,28,79784.32821,546.065,146.10774,13.083748,28,47617.81087,210.89758,225.78642,13.053472,1.136,0.0,26.0,0.0,28.0,0,0.030276,0.021353,0.008924,,,,,,,,,,,,,,,,,,,,,VARIABLE,88.16772800794,-51.95690053088,354.92201299173,7.91404844742,0,0,0,1,1,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,2660358032257156736,0.99,2660358032257156736,11528.0,206.43,8.040596,0.027495,11545.31,220.44,7.968125,0.033359,30.54565345023969,1.1671607697840347,4.841027903059431,11555.347658914388,8.391103778163107,13.204336171205092,1.6653529313706859,2,6,2.9515359375943812e+16,3780462165407874.5,2.9442222921274748e+16,4517399389043129.0
126,486,HE0303m2041_b_2002_09_27T09_13_45_all.dat.gz,20.124021040120777,2.256412313912508,3.03803493278761,9396.344773870976,7.877950174504416,88,66,1.181254,-178.10934,HE0303-2041,46.520833333,-20.492277778,1636148068921376768,Gaia DR3 5103714555575829888,5103714555575829888,923606231,2016.0,46.52082177603,0.0305,-20.49260572548,0.0349,16.7107,0.0435,384.4025,76.216,-0.497,0.043,-76.214,0.046,0.0893,0.1718,0.0398,0.3252,-0.1449,0.317,0.2976,-0.0611,0.0525,-0.0031,381,0,378,3,0.6013,410.2676,0.022,0.0387,31,0,1.714,,,,,,,,44,19,0.066069,44,16,0,0.021,104.242,0,0,1.021,0.172,0.066,0.196,0.643,26.625,69.537,23.763,29.364,0,377,6252.37705,4.59039,1362.05859,16.197254,39,4317.4711,25.52035,169.1776,16.250469,39,2873.84606,11.54058,249.02084,16.101736,1.15,0.0,25.0,0.0,24.0,0,0.148733,0.053215,0.095518,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,208.09478980289,-58.59646491194,36.92397149848,-36.26844315996,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,5103714555575829888,1.0,5103714555575829888,10062.04,144.58,8.099268,0.033315,9922.04,151.89,8.011254,0.034007,30.253462768927537,2.078841220625952,5.176271123686939,9798.142486786415,7.487400740710324,10.12944172880676,3.068057585989806,2,7,1.5188213919174366e+16,3516633601002523.0,1.4255375418275636e+16,3220074582181564.0
127,496,WD0000m186_b_2000_09_17T03_27_45_all.dat.gz,22.7979932833322,3.4955442855516434,4.801685767691314,12999.986746098872,7.140306794873829,655,491,1.76861,-150.256879,WD0000-186,0.79658333333,-18.366444444,1636148068921376768,Gaia DR3 2414099622710507904,2414099622710507904,1100104489,2016.0,0.79632652062,0.0474,-18.36687100218,0.0391,10.0966,0.0585,172.5983,109.922,-52.03,0.056,-96.828,0.046,0.1276,0.2647,0.206,-0.1123,-0.1182,-0.0428,0.4616,0.0521,-0.2607,0.2208,302,0,301,1,2.6942,419.1443,0.198,2.8609,31,0,1.782,,,,,,,,35,18,0.081225,40,8,0,0.014,69.26,0,0,1.112,0.402,0.367,0.057,0.554,-32.406,-20.62,-41.041,14.121,0,337,6049.17529,4.71684,1282.46375,16.233126,35,4525.53815,16.9904,266.35855,16.199368,36,2302.00149,16.2903,141.31114,16.342632,1.129,0.0,35.0,0.0,36.0,0,-0.143265,-0.033758,-0.109507,,,,,,,,,,,,,,,,,,,,,VARIABLE,68.67747893294,-75.85480919609,353.19521754469,-17.11830921029,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,2414099622710507904,0.99,2414099622710507904,14694.64,446.23,7.922654,0.046552,14385.55,420.98,7.922032,0.057546,34.954213334739386,3.8034695144983495,4.632811260126085,12499.984767188402,7.730865609959727,12.156220051407185,5.165772952808811,4,3,6.022775922372213e+16,1.994399150878295e+16,5.172960889253529e+16,1.6335854200956146e+16
128,501,HE0205m2945_b_2002_09_15T07_43_06_all.dat.gz,29.130902871072763,2.4329430449000817,6.397953283244921,10492.081196818155,7.654266476902832,53,35,0.953301,-133.213891,HE0205-2945,32.03275,-29.527222222,1636148068921376768,Gaia DR3 5020319141229055360,5020319141229055360,1388544972,2016.0,32.03252820163,0.0244,-29.52740354071,0.0261,9.9257,0.039,254.6488,57.493,-40.087,0.039,-41.213,0.036,0.0966,-0.0163,-0.2074,-0.0225,-0.0817,-0.052,-0.1517,0.2513,0.0108,-0.0352,426,0,425,1,2.1575,522.1766,0.104,1.3117,31,0,1.725,,,,,,,,49,21,0.054497,51,22,0,0.025,138.85,0,0,1.075,0.297,0.098,0.077,0.097,-91.175,-69.105,-16.496,33.8,0,409,8196.0361,8.78864,932.57117,15.903358,48,5708.72003,20.40385,279.78641,15.947195,48,3628.8595,12.54512,289.26459,15.84847,1.139,0.0,3.0,0.0,2.0,0,0.098725,0.043838,0.054888,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,225.53045957381,-72.97330290159,17.13269833302,-39.4756864258,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,5020319141229055360,1.0,5020319141229055360,10214.23,112.81,7.208631,0.025172,10431.82,139.13,7.201334,0.027516,33.39012735547293,2.1681746740006886,2.807500935385896,10367.235936331148,7.718384976952314,4.259224484400164,3.258863801496723,2,1,,,,
129,509,WD1105m048_b_2003_01_17T06_18_04_all.dat.gz,17.601371383367752,1.0535333974000365,3.717607926293742,13498.425635524489,7.451396196397643,1238,877,7.170927,-172.931952,WD1105-048,166.99979167,-5.1572222222,1636148068921376768,Gaia DR3 3788194488314248832,3788194488314248832,1452859135,2016.0,166.99954557056,0.028,-5.15919900918,0.0226,40.2925,0.032,1260.0614,446.106,-55.547,0.031,-442.634,0.028,-0.1777,-0.4298,-0.2675,0.3353,-0.1148,0.2084,-0.1791,0.1492,-0.3396,-0.2715,192,0,192,0,2.0075,824.8138,0.182,24.5762,31,0,1.792,,,,,,,,22,15,0.049175,29,9,0,0.081,97.743,0,0,1.104,0.329,0.216,0.402,0.795,-111.578,26.909,-5.498,-25.072,0,241,109324.79115,85.19752,1283.19226,13.09057,28,82681.36403,101.55312,814.16864,13.045023,24,41071.70695,31.37161,1309.19995,13.214039,1.132,0.0,0.0,0.0,0.0,0,-0.169016,-0.045547,-0.123468,,,,,,,,,,,,,,,,,,,,,VARIABLE,261.29751038837,49.16705272896,170.07569377956,-9.88224887033,0,0,0,1,1,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3788194488314248832,1.0,3788194488314248832,15701.3,271.43,7.916565,0.022137,15563.6,290.23,7.962896,0.0312,30.21320350279246,1.2225433523544087,1.984011134486388,12894.91790638802,8.62681065716935,12.611832119424708,1.613860238007994,5,3,8.142552916468186e+16,5908030455901125.0,8.088899237946285e+16,4855590948238446.0
130,510,HS0507p0434B_b_2001_12_15T07_06_35_all.dat.gz,35.40307521493917,2.5553901100902543,4.355427076039293,11131.96237086596,8.493114678756546,407,326,1.597724,176.645907,HS0507+0434B,77.556333333,4.6486388889,1636148068921376768,Gaia DR3 3238868171156736768,3238868171156736768,988535472,2016.0,77.5563593846,0.0314,4.64819583692,0.023,20.1271,0.0386,521.949,102.004,4.416,0.041,-101.909,0.033,0.1226,-0.0938,-0.0663,0.1994,-0.2395,0.1478,-0.0277,0.1121,0.0493,0.0654,301,0,299,2,2.3831,410.7858,0.122,2.287,31,0,1.745,,,,,,,,34,18,0.057388,36,16,0,0.018,102.945,0,0,1.099,0.134,0.35,0.154,0.561,-134.503,-11.643,-20.93,-43.855,0,296,13325.35446,19.93874,668.31488,15.375669,34,9598.23903,67.91341,141.33055,15.383063,32,5587.1071,22.49166,248.408,15.379928,1.14,0.0,2.0,0.0,1.0,0,0.003136,0.007394,-0.004258,,,,,,,,,,,,,,,,,,,,,VARIABLE,196.46359605938,-20.01001790917,76.93140859305,-18.22833926088,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3238868171156736768,1.0,3238868171156736768,11946.19,221.75,8.125414,0.026954,11973.36,229.92,8.062903,0.033997,36.44493557215845,1.8665988382799557,5.143253953164675,10782.090464571418,7.391832912829185,1.041860357219278,3.164523635211967,2,7,,,,
131,512,WD1501p032_a_2001_02_07T07_56_47_all.dat.gz,-55.32970549565323,2.820340478114751,3.5037045559384272,13499.91192182309,7.4425917321908415,1561,1058,1.867293,-38.413386,WD1501+032,226.09933333,3.0423333333,1636148068921376768,Gaia DR3 1154004081179409920,1154004081179409920,622512486,2016.0,226.09901059543,0.0343,3.04273975379,0.0309,15.0065,0.0399,376.5029,112.446,-68.703,0.041,89.016,0.037,0.0081,-0.2295,0.1068,-0.0544,-0.2793,-0.0318,0.0452,-0.0521,0.0112,-0.1525,200,0,200,0,0.5484,251.0824,0.118,1.6148,31,0,1.779,,,,,,,,23,16,0.058815,23,8,0,0.033,50.85,0,0,1.026,0.329,0.136,0.358,0.843,-95.817,9.021,-14.321,-29.504,0,200,11387.84074,11.4126,997.83032,15.546264,22,8515.89019,22.51287,378.2677,15.512967,21,4351.44299,12.14983,358.14844,15.651312,1.13,0.0,0.0,0.0,0.0,0,-0.138345,-0.033297,-0.105048,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.5712143415,50.13246420954,222.70328910471,19.56710468746,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,1154004081179409920,0.99,1154004081179409920,15063.72,297.76,8.067877,0.027111,14771.35,295.73,8.081554,0.035051,-34.86830290024953,3.0875268885555,3.275511841106282,14301.895492668697,7.826054136565997,20.461402595403698,4.181763109030179,4,6,9.47292361311385e+16,9500149735206634.0,9.511523264865133e+16,7574295624797356.0
132,514,HE2221m1630_a_2002_06_09T09_32_06_all.dat.gz,16.549136993851757,1.8215324583859704,4.166704295818935,9346.324814101474,8.210124043410458,297,241,1.639859,-176.221575,HE2221-1630,336.072625,-16.263111111,1636148068921376768,Gaia DR3 2595728287804350720,2595728287804350720,1242716416,2016.0,336.07259373103,0.0378,-16.26356563732,0.0427,18.8149,0.0463,406.67,105.252,-11.093,0.049,-104.666,0.049,0.4388,0.226,-0.3119,-0.1646,0.0664,-0.256,-0.6365,-0.3643,-0.1303,0.652,320,0,319,1,0.2804,338.9502,0.02,0.0409,31,0,1.711,,,,,,,,36,15,0.091752,37,25,0,0.1,167.566,0,0,1.01,0.277,0.542,0.284,0.566,149.607,-39.034,27.667,36.014,0,318,7391.34604,5.38505,1372.56702,16.015558,34,5053.51395,12.88659,392.15305,16.079559,33,3398.56654,9.06124,375.06653,15.919656,1.144,0.0,0.0,0.0,0.0,0,0.159904,0.064001,0.095902,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,42.92772664841,-54.28613327835,331.89550987568,-5.85853642846,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,2595728287804350720,1.0,2595728287804350720,9900.97,104.05,8.119197,0.026126,9694.84,105.63,8.023715,0.025977,16.174670623670252,1.7733976892521364,3.533222245827021,9928.10820098454,8.071058103789564,-0.37446637018150497,2.5422273425479585,1,7,,,,
133,515,WD1216p036_a_2001_06_09T01_14_52_all.dat.gz,56.59200378048168,3.214866075384617,6.285506994437779,13499.912009821724,7.347196079836992,1319,939,1.250647,172.655304,WD1216+036,184.67145833,3.3394722222,1636148068921376768,Gaia DR3 3701701509194344576,3701701509194344576,1312310571,2016.0,184.67150281683,0.0531,3.33912767057,0.0368,12.0378,0.0572,210.3785,80.425,6.25,0.072,-80.182,0.055,-0.1392,-0.2251,0.0215,0.1502,-0.1269,0.1405,0.1761,-0.1434,-0.0369,-0.2066,226,0,225,1,2.7153,320.0582,0.219,3.6409,31,0,1.77,,,,,,,,26,14,0.102909,33,8,0,0.132,117.682,0,0,1.131,0.17,0.401,0.143,0.452,-124.628,15.612,-8.339,-21.409,0,261,7379.42681,6.93004,1064.84583,16.017311,27,5503.19115,29.03329,189.54765,15.987006,27,2882.49006,13.42623,214.69089,16.098476,1.136,1.0,2.0,0.0,3.0,0,-0.11147,-0.030305,-0.081165,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,283.30672002407,64.95549641833,182.95875833408,4.92091671388,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3701701509194344576,0.99,3701701509194344576,14207.33,351.67,7.992244,0.03661,14106.05,347.6,8.003101,0.046482,66.29541054965902,3.287921520553933,5.8988488042448575,12499.971066058632,7.29085502875323,9.703406769177342,4.5984553719679155,3,5,4.1746005575188104e+16,1.4181746071757492e+16,4.024081635324855e+16,1.471889995873339e+16
134,519,WD1614p160_b_2003_08_11T01_12_26_all.dat.gz,-7.50619898479238,2.708624345560214,3.5781059189176214,13494.437072516515,7.544029576991138,1655,1109,0.978135,-44.011473,WD1614+160,244.28645833,15.910694444,1636148068921376768,Gaia DR3 4465105351622152704,4465105351622152704,73419309,2016.0,244.28626202886,0.0289,15.91088985372,0.0272,12.087,0.0385,313.5504,58.52,-38.296,0.037,44.25,0.036,0.1776,-0.236,0.3055,0.0642,-0.2575,0.0546,0.3029,-0.1631,-0.2178,0.2335,330,0,330,0,1.3022,485.6057,0.156,3.6699,31,0,1.806,,,,,,,,38,20,0.057497,41,8,0,0.013,26.838,0,0,1.05,0.293,0.155,0.068,0.329,-117.962,-32.244,3.02,-28.205,0,352,11455.80729,7.92525,1445.48157,15.539803,41,8790.25668,17.741,495.47681,15.478539,37,4193.59889,11.11489,377.29562,15.691428,1.133,0.0,0.0,0.0,0.0,0,-0.21289,-0.061264,-0.151626,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,30.68980628989,41.19814569867,238.68703691086,36.59656286367,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,4465105351622152704,0.98,4465105351622152704,17912.72,412.21,7.947568,0.032194,18287.97,554.8,8.070833,0.044743,24.71373835702145,3.4822898990528053,3.5074854913701827,13173.888264133922,8.858255721943005,32.21993734181383,4.411687748062718,7,3,1.8029731731605776e+17,9466341738116766.0,1.8247864945674166e+17,8660860293474685.0
135,524,WD0133m116_b_2000_07_16T09_40_40_all.dat.gz,59.86411064215447,1.6542816039703396,3.3413115499030592,12841.779469983594,8.194600916969513,754,575,7.550321,104.53522,WD0133-116,24.05675,-11.342388889,1636148068921376768,Gaia DR3 2457759374023232768,2457759374023232768,745081041,2016.0,24.05882062824,0.0214,-11.3429152547,0.0145,30.537,0.0251,1215.433,475.484,461.023,0.028,-116.376,0.016,0.1799,0.1649,-0.3889,0.0343,0.0721,0.0593,-0.3971,0.088,0.0889,0.0629,318,0,316,2,-0.1671,428.4601,0.074,2.4941,31,0,1.749,,,,,,,,36,17,0.040525,68,52,0,0.022,85.144,0,0,0.992,0.301,0.445,0.037,0.354,-16.17,-13.436,-16.258,20.365,0,448,38991.13303,24.1728,1613.01672,14.209952,62,28084.22429,36.82077,762.72784,14.217386,62,16229.65187,21.71556,747.37439,14.222122,1.137,0.0,3.0,0.0,1.0,0,-0.004736,0.007434,-0.01217,,,,,,,,,,,,,,,,,,,,,VARIABLE,158.78516084464,-71.02684075737,17.86069783682,-19.84318762928,0,0,0,1,1,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,2457759374023232768,0.99,2457759374023232768,11832.44,131.38,7.934583,0.01654,11799.95,130.4,7.860019,0.020999,78.8065585077951,1.4902696415174006,3.766955337401303,12053.940809435497,8.305516469229577,18.94244786564063,2.2265559120900336,2,3,4.612498731406681e+16,4880866463754111.0,4.56514112138236e+16,4433424955823902.0
136,528,HE0106m3253_a_2000_12_07T02_53_55_all.dat.gz,77.44963123220315,2.916214133013895,4.905380642136141,16101.522871323865,8.49996133654564,26,15,0.58159,123.83841,HE0106-3253,17.150125,-32.628722222,1636148068921376768,Gaia DR3 5026963661794939520,5026963661794939520,877947823,2016.0,17.1502843334,0.0291,-32.62881218301,0.0182,14.5132,0.0399,363.9048,34.276,26.561,0.03,-21.664,0.026,0.0416,0.3546,0.1997,-0.2978,0.2187,-0.1438,-0.0456,0.1845,-0.236,-0.0544,449,0,447,2,0.362,602.7943,0.141,4.0216,31,0,1.796,,,,,,,,51,21,0.044366,56,15,0,0.019,40.705,0,0,1.011,0.154,0.374,0.168,0.313,-55.249,0.07,42.398,7.847,0,472,12788.46573,6.43954,1985.92847,15.420321,48,9710.95775,19.42735,499.86017,15.370387,51,4790.67915,9.55331,501.4678,15.546903,1.134,1.0,0.0,0.0,1.0,0,-0.176516,-0.049933,-0.126582,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,269.90589835664,-83.36106784188,0.95184298214,-36.40476788568,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,5026963661794939520,1.0,5026963661794939520,16053.46,313.15,8.017907,0.027149,15870.58,355.47,8.066119,0.038876,92.65687759164796,3.4636676834563715,2.5204038022303705,17100.391433446548,8.301322760492885,15.20724635944481,4.527835983227529,5,6,1.015050608932322e+17,1.6482919917160668e+16,1.0501315578162037e+17,2.0310094894745364e+16
