,Unnamed: 0.1,filename,radial_velocity_reference,e_radial_velocity_reference,redchi_reference,teff,logg,Unnamed: 0,cntr_01,dist_x,pang_x,name,ra,dec,solution_id,designation,source_id,random_index,ref_epoch,ra.1,ra_error,dec.1,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,GaiaDR3,PDA,GaiaEDR3,TeffH,e_TeffH,loggH,e_loggH,TeffHe,e_TeffHe,loggHe,e_loggHe,radial_velocity_observed,e_radial_velocity_observed,redchi_observed,teff_corv,logg_corv,stark_velocity,e_stark_velocity,teff_bin,logg_bin,N,e_N,Hdensity,e_Hdensity
16,67,WD2329m332_a_2000_07_15T05_15_24_all.dat.gz,18.789698614840383,7.115097889906192,1.2580273805636262,13010.63842954297,7.398783108075588,2491,1355,0.095878,147.814986,WD2329-332,353.04541667,-33.018861111,1636148068921376768,Gaia DR3 2325117757286653440,2325117757286653440,152643263,2016.0,353.04543358852,0.0397,-33.0188836511,0.0485,6.721,0.0551,122.049,5.776,5.241,0.045,-2.428,0.051,0.2061,0.1382,-0.2541,-0.0649,-0.2401,0.0243,-0.2846,-0.3158,-0.1237,0.3259,306,0,305,1,0.4102,375.6749,0.158,1.4196,31,0,1.827,,,,,,,,35,17,0.079157,35,20,0,0.012,168.848,0,0,1.016,0.127,0.293,0.083,0.713,-163.355,-58.146,-36.721,21.411,0,303,4716.93504,3.97063,1187.95703,16.503218,28,3693.89348,17.24384,214.21524,16.419832,28,1648.94118,9.43511,174.76643,16.704882,1.133,0.0,0.0,0.0,0.0,0,-0.285049,-0.083385,-0.201664,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,9.14738842829,-71.90448827247,339.57789766686,-27.3590664514,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,2325117757286653440,1.0,2325117757286653440,20754.07,805.24,7.939844,0.057113,22471.33,1761.44,8.091945,0.051392,55.275326342804526,5.978056947716837,3.041030548938532,10660.159341458037,7.796532180368556,36.48562772796414,9.293104048330305,8,3,2.2540688208465306e+17,1.6727284447686324e+16,2.2536970603941248e+17,1.5412139994496142e+16
17,68,HS2108p1734_a_2002_07_10T06_39_05_all.dat.gz,33.001179424909346,4.886678078620484,2.563123585488212,28340.01508673602,8.358849340071886,553,424,0.088509,109.179436,HS2108+1734,317.74808333,17.775638889,1636148068921376768,Gaia DR3 1788040794231829376,1788040794231829376,341814343,2016.0,317.7481077153,0.0375,17.77563081189,0.0355,9.8144,0.0513,191.1974,9.033,8.928,0.044,1.378,0.04,0.0954,0.2111,-0.214,-0.0676,-0.0151,-0.0836,-0.3804,-0.1806,0.067,0.0994,325,0,324,1,0.9534,577.3091,0.284,9.1979,31,0,1.871,,,,,,,,38,19,0.064096,43,21,0,0.031,164.416,1,0,1.037,0.254,0.106,0.084,0.578,-51.204,-20.952,37.986,20.599,0,365,8959.53649,6.08297,1472.88745,15.806653,40,7293.08958,14.86293,490.68988,15.681263,40,2936.18227,6.97518,420.94699,16.078438,1.142,0.0,1.0,0.0,1.0,0,-0.397175,-0.12539,-0.271785,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,66.58801756798,-20.21524608317,326.52928860471,32.3297589435,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,1788040794231829376,1.0,1788040794231829376,29342.77,796.03,8.437039,0.039959,36759.46,1171.7,8.548493,0.034853,51.12505900978562,4.5439072042125375,2.1755920092021546,28101.77633486244,8.075217232216994,18.123879584876278,6.672834129855513,8,8,2.5662377545562714e+17,9767498541885532.0,2.5846421681064256e+17,9927232886782852.0
18,70,HE1511m0448_d_2001_06_18T02_47_40_all.dat.gz,-47.20193521264224,8.75620012964266,2.045689723787908,34360.78018543532,8.50000929566714,261,209,0.25167,118.257744,HE1511-0448,228.554,-4.9925833333,1636148068921376768,Gaia DR3 6335184655474717312,6335184655474717312,948639020,2016.0,228.55406181158,0.0432,-4.99261643057,0.0354,3.4143,0.048,71.0604,12.43,10.585,0.054,-6.516,0.044,0.0889,-0.1782,-0.0831,0.012,-0.2935,0.0923,-0.0947,-0.1918,0.1565,-0.0104,208,0,208,0,0.9627,444.3842,0.269,10.6362,31,0,1.867,,,,,,,,24,16,0.074732,25,11,0,0.112,19.697,0,0,1.046,0.238,0.234,0.374,0.86,-88.267,-6.474,-11.726,-28.59,0,206,13837.68554,10.94881,1263.85339,15.334708,22,11380.40846,31.20986,364.64148,15.198148,21,4571.43701,11.8822,384.72971,15.597764,1.153,0.0,1.0,0.0,0.0,0,-0.399616,-0.13656,-0.263056,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,355.4095286634,42.87243555138,227.50494442205,12.54396362032,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,6335184655474717312,0.99,6335184655474717312,69380.33,12733.49,7.457734,0.101787,,,,,-38.007274488511406,7.887888347393337,2.145243322681343,51405.64602416512,7.121860537303237,9.194660724130834,11.785152663045896,8,1,,,,
19,71,WD0011p000_a_2000_07_14T07_14_24_all.dat.gz,-10.533676423286703,1.391817657465686,3.26142348454852,9197.942140939303,7.7476072469035,660,494,7.372609,113.649259,WD0011+000,3.413125,0.3235,1636148068921376768,Gaia DR3 2545505281002947200,2545505281002947200,1789261817,2016.0,3.41500098644,0.0385,0.32267849311,0.0254,25.0024,0.0412,607.42,459.686,421.314,0.047,-183.864,0.033,0.1515,0.1744,0.1241,-0.2453,-0.202,-0.2166,0.072,0.0333,-0.0941,0.1609,255,0,254,1,2.6873,346.3113,0.137,2.685,31,1,1.703,,,,,,,,29,15,0.066736,36,12,0,0.103,71.739,0,0,1.121,0.153,0.455,0.266,0.342,-107.054,-18.059,-55.361,22.967,0,267,13816.53481,8.33702,1657.25146,15.336369,35,9440.7767,27.0739,348.70398,15.401023,32,6550.53937,13.78442,475.21338,15.207203,1.157,1.0,1.0,0.0,0.0,0,0.19382,0.064654,0.129166,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,103.09309424938,-61.08552981515,3.26198693405,-1.06159980137,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,2545505281002947200,0.99,2545505281002947200,9528.4,93.7,7.987608,0.025494,9364.11,97.34,7.901467,0.025201,4.389178860674933,1.3218771988472888,4.183946132673227,9342.315775181833,7.862668730632915,14.922855283961637,1.9195092394843074,1,5,2.2225050732163132e+16,2940298087242165.0,2.2589606540998404e+16,3358132972378968.5
21,78,HE2356m4513_a_2002_07_11T08_40_10_all.dat.gz,26.926470946528465,2.3575646293375563,3.074218021334896,13516.379994831075,7.499961423204885,327,266,0.847321,-106.663723,HE2356-4513,359.740875,-44.953722222,1636148068921376768,Gaia DR3 6530974072557448064,6530974072557448064,1671026895,2016.0,359.74055637631,0.0213,-44.953789714,0.0222,13.5411,0.0364,371.6626,50.781,-49.1,0.026,-12.956,0.034,-0.3164,0.1576,0.1793,0.1423,-0.1436,0.0643,-0.2303,-0.1322,-0.182,-0.0257,548,0,545,3,2.8421,875.8996,0.183,7.7011,31,0,1.802,,,,,,,,64,22,0.047654,69,13,0,0.035,6.88,0,0,1.087,0.417,0.277,0.089,0.403,55.357,49.764,40.73,20.299,0,574,13054.48845,7.6688,1702.28528,15.397967,63,10008.41002,16.60244,602.82758,15.337629,60,4821.28303,8.52217,565.73444,15.539989,1.136,0.0,1.0,0.0,0.0,0,-0.202359,-0.060338,-0.142021,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,329.9834660748,-69.3180423908,338.13469365003,-40.31277467269,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,6530974072557448064,1.0,6530974072557448064,16927.28,340.89,7.966159,0.027908,16980.61,442.45,8.05378,0.042795,37.38166999021306,2.7809457692810007,3.312603888943888,13189.178999895124,8.744445162238485,10.455199043684598,3.6457880291077576,6,4,9.640889894405259e+16,1.3007524474962466e+16,9.878630852124403e+16,1.274517482279432e+16
22,82,WD1314m153_a_2003_01_20T06_26_22_all.dat.gz,66.73853341329051,2.7057858939489847,4.286821318446033,12999.968503630622,7.213143364234166,1393,989,11.254858,-161.628029,WD1314-153,199.18166667,-15.599555556,1636148068921376768,Gaia DR3 3607725941130742528,3607725941130742528,1412279952,2016.0,199.18064359243,0.0365,-15.60252255411,0.0233,17.9829,0.0435,413.8629,703.855,-219.533,0.04,-668.743,0.024,-0.4544,-0.5216,0.0129,-0.1707,0.2444,-0.0714,-0.2974,0.0437,0.2258,-0.4359,327,0,327,0,2.1612,559.8915,0.161,7.3727,31,0,1.791,,,,,,,,38,14,0.057688,40,23,0,0.044,21.266,0,0,1.085,0.568,0.591,0.242,0.165,-156.465,23.284,-36.179,-1.948,0,338,21952.36665,13.50596,1625.38354,14.833664,39,16588.31105,24.5043,676.95496,14.789037,36,8247.01754,11.94016,690.69562,14.957153,1.131,0.0,3.0,0.0,1.0,0,-0.168117,-0.044627,-0.123489,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,311.84876934418,46.83099478595,203.59391820431,-6.94376133434,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3607725941130742528,1.0,3607725941130742528,15657.32,284.08,7.905373,0.025689,15533.02,302.55,7.951802,0.03517,91.41750863350887,2.983185310470972,2.954023357081235,12431.22483554105,8.430140505784397,24.678975220218362,4.027489528292171,5,2,1.1900706178391832e+17,1.225717594824881e+16,1.1928601597971594e+17,1.2130486232802808e+16
23,89,HS0329p1121_a_2002_09_22T06_23_54_all.dat.gz,-28.78203588594534,4.949630609654742,5.239552699865579,13099.314912671418,7.429623639988462,375,303,0.191913,39.682308,HS0329+1121,53.149583333,11.525694444,1636148068921376768,Gaia DR3 13469296613857152,13469296613857152,968768318,2016.0,53.14961807307,0.0503,11.52573547059,0.0397,8.6964,0.0573,151.6466,11.218,3.279,0.069,10.728,0.052,0.0817,0.0555,-0.2538,0.0834,-0.261,0.0382,0.1285,0.2228,-0.1541,0.0833,238,0,236,2,-0.1263,265.9839,0.098,0.5382,31,0,1.8,,,,,,,,27,15,0.097629,27,10,0,0.048,132.86,0,0,0.993,0.241,0.255,0.381,0.763,-80.961,-9.752,-43.197,30.757,0,232,5187.97348,4.89183,1060.53796,16.399872,26,3942.17576,15.09729,261.11801,16.349203,23,1923.3268,6.90857,278.39731,16.537764,1.131,0.0,0.0,0.0,0.0,0,-0.18856,-0.050669,-0.137892,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,173.63097775734,-35.0342701863,53.66173743906,-7.3866215808,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,13469296613857152,1.0,13469296613857152,17654.54,492.46,8.010086,0.04218,18059.58,677.8,8.132087,0.059528,23.275088608662102,4.415522198427235,4.0135897971114645,10794.524744424118,7.352824451092555,52.05712449460744,6.632923899520848,7,5,2.156948241252438e+17,1.0521475029931734e+16,2.1276771065364192e+17,7248187208483554.0
24,90,HS0047p1903_a_2002_09_19T04_38_23_all.dat.gz,34.35046182970736,7.997264682899683,5.705544899264146,10347.234521795386,8.49933445863788,335,271,0.71659,138.956016,HS0047+1903,12.551875,19.330138889,1636148068921376768,Gaia DR3 2788992130973584640,2788992130973584640,1362738333,2016.0,12.55201351391,0.0471,19.32998876229,0.034,10.6242,0.0587,180.9598,42.892,25.4,0.067,-34.562,0.039,0.2327,0.3523,-0.1438,-0.1136,-0.1303,-0.0998,-0.285,-0.2815,0.066,0.1889,208,0,206,2,-0.0705,243.225,0.057,0.2633,31,0,1.798,,,,,,,,24,14,0.094399,27,11,0,0.053,52.606,0,0,0.995,0.194,0.402,0.281,0.452,-70.137,-20.085,59.75,18.659,0,203,7680.55885,7.72532,994.20575,15.973885,27,5808.07285,17.98985,322.85284,15.928462,26,2865.07981,15.16682,188.9044,16.105053,1.129,0.0,1.0,0.0,0.0,0,-0.176591,-0.045423,-0.131168,,,,,,,,,,,,,,,,,,,,,VARIABLE,122.53166986192,-43.54080544923,19.14828415377,12.83358982967,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,2788992130973584640,1.0,2788992130973584640,16179.08,462.0,7.930761,0.043208,16018.25,538.25,7.983323,0.062155,95.97378292610188,6.618996932627461,4.303182018541375,11596.721625640635,7.163285374768299,61.62332109639451,10.381106049091605,6,3,2.081218688027648e+17,1.770909640385351e+16,2.120917771362899e+17,1.5217675813602338e+16
25,117,WD0143p216_b_2003_07_27T09_54_14_all.dat.gz,-9.830572502354276,1.53441457162672,3.3607159720106257,8829.749308785447,7.904548409190374,764,585,3.432732,-126.709612,WD0143+216,26.672125,21.913444444,1636148068921376768,Gaia DR3 98092934167683072,98092934167683072,693670524,2016.0,26.6713010444,0.0282,21.91287445626,0.023,37.7158,0.0308,1223.3933,215.764,-174.371,0.036,-127.078,0.03,0.1983,0.0011,0.2096,0.2528,-0.2608,0.2486,0.1812,-0.0811,-0.0196,0.4658,185,0,185,0,-2.2054,158.2639,0.0,0.0,31,0,1.699,,,,,,,,21,12,0.05742,25,9,0,0.026,100.763,0,0,0.884,0.253,0.275,0.432,0.732,-80.936,-13.498,-47.164,25.887,0,202,18226.48874,9.15895,1990.02014,15.035609,24,12244.26449,29.59035,413.79251,15.118711,23,8830.21231,16.54634,533.66547,14.882968,1.156,0.0,0.0,0.0,0.0,0,0.235743,0.083101,0.152641,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,139.53216270614,-39.17140106659,32.61648408926,10.18050942529,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,98092934167683072,0.99,98092934167683072,9164.85,90.66,8.291584,0.021785,8939.31,87.18,8.216485,0.02148,-15.530989440321422,1.5203378656378153,9.007418510938592,9070.645176666869,8.072153565631991,-5.700416937967146,2.160059097180574,1,7,,,,
26,123,WD2226p061_b_2000_06_06T07_57_51_all.dat.gz,3.0128675465060724,2.254025851216689,3.40157554266962,13000.012989550569,7.283339953799012,2411,1291,3.243593,-121.306457,WD2226+061,337.28570833,6.3798611111,1636148068921376768,Gaia DR3 2709363196787375488,2709363196787375488,1539468745,2016.0,337.28493372052,0.0357,6.37939293801,0.0312,16.1019,0.0424,379.6597,204.199,-175.131,0.043,-105.007,0.04,0.2906,0.5207,-0.1781,-0.3179,0.1181,-0.226,-0.1969,-0.3303,-0.3153,0.3364,157,0,155,2,0.3463,254.9072,0.148,4.5964,31,0,1.805,,,,,,,,18,13,0.069543,23,6,0,0.098,154.435,0,4,1.018,0.398,0.247,0.329,0.847,-46.973,-46.222,58.154,25.644,0,172,23157.98753,27.0459,856.24756,14.775615,20,17660.66059,41.04216,430.30539,14.721025,21,8566.52191,28.28856,302.82642,14.915884,1.133,0.0,4.0,0.0,2.0,0,-0.19486,-0.05459,-0.140269,,,,,,,,,,,,,,,,,,,,,VARIABLE,71.8891484134,-41.96933150835,341.4347665875,14.74944920574,0,0,0,1,1,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,2709363196787375488,1.0,2709363196787375488,16616.24,398.88,7.767304,0.033434,16796.21,497.28,7.862522,0.050211,8.125006319608056,2.696968516546733,2.9560578926151915,12408.815691105408,8.63665702623331,5.112138773101984,3.5148643952786296,6,1,,,,
27,140,WD0016m258_a_2000_09_16T03_01_09_all.dat.gz,45.75314780359453,3.1537338704867643,3.4097877108763743,9936.999952935175,8.358384934636108,668,500,1.192461,-171.463724,WD0016-258,4.685375,-25.611833333,1636148068921376768,Gaia DR3 2323704339384503040,2323704339384503040,1077481399,2016.0,4.68532047472,0.0373,-25.61216090269,0.0313,16.3232,0.0446,366.3058,73.914,-8.633,0.044,-73.408,0.036,0.0285,0.2868,0.3553,-0.1901,-0.0627,-0.1853,0.2369,0.1175,-0.1366,0.0729,238,0,238,0,0.4804,262.8804,0.029,0.084,31,0,1.729,,,,,,,,27,16,0.062995,36,9,0,0.064,58.529,0,0,1.021,0.278,0.214,0.163,0.632,-46.69,-26.669,47.882,13.368,0,306,8382.73419,6.94757,1206.5708,15.878902,36,5856.06721,12.91141,453.55768,15.919527,35,3656.85727,13.56294,269.62137,15.840125,1.135,0.0,0.0,0.0,0.0,0,0.079402,0.040625,0.038777,,,,,,,,,,,,,,,,,,,,,VARIABLE,42.79016358692,-82.52270544193,353.37582180369,-25.20800690874,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,2323704339384503040,0.99,2323704339384503040,10701.85,125.52,7.978578,0.027132,10546.74,133.3,7.872103,0.029331,59.78349525312099,2.780994893858839,2.1600401979896837,10660.338469142916,7.697910810123829,14.03034744952646,4.204755632081889,2,4,2.5997364996909692e+16,6176647601768398.0,2.65879591864364e+16,5354793192939544.0
28,147,HS1432p1441_a_2001_08_21T00_15_47_all.dat.gz,84.99831309171996,3.387558589057747,3.866305320818918,13062.43344647613,7.375590232988725,491,391,2.450687,165.008141,HS1432+1441,218.83683333,14.478166667,1636148068921376768,Gaia DR3 1227992486355023616,1227992486355023616,1657303425,2016.0,218.83701520189,0.0378,14.47750909138,0.04,8.6413,0.0494,174.8631,151.107,35.763,0.053,-146.814,0.053,-0.1336,-0.1295,-0.1371,-0.0305,-0.06,-0.0461,-0.1745,0.0816,-0.0127,-0.0482,291,0,291,0,0.5669,344.4215,0.124,0.9717,31,0,1.793,,,,,,,,33,16,0.075151,33,18,0,0.018,90.355,0,0,1.023,0.141,0.174,0.082,0.778,-3.107,56.482,57.514,-28.489,0,289,5161.35037,4.43876,1162.79199,16.405458,32,3913.02985,11.52438,339.54358,16.35726,32,1927.22097,14.38697,133.95604,16.535566,1.132,0.0,2.0,0.0,2.0,0,-0.178307,-0.048199,-0.130108,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,10.57870916179,62.70525751531,211.24925879471,28.0926249864,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,1227992486355023616,1.0,1227992486355023616,16027.03,527.3,7.906553,0.04936,15631.48,571.86,7.931211,0.069025,151.2860295753265,3.62147041056555,8.15602430972753,12207.55502424335,7.779586744378426,66.28771648360653,4.958891118879373,5,2,2.1435190527266637e+17,8476079350027776.0,2.1324775639919968e+17,6558783319888971.0
29,156,HE0303m2041_a_2002_09_21T06_59_20_all.dat.gz,32.57304570224771,2.80706815976556,3.2342332213008773,9365.891533839977,8.31866635196919,87,65,1.181254,-178.10934,HE0303-2041,46.520833333,-20.492277778,1636148068921376768,Gaia DR3 5103714555575829888,5103714555575829888,923606231,2016.0,46.52082177603,0.0305,-20.49260572548,0.0349,16.7107,0.0435,384.4025,76.216,-0.497,0.043,-76.214,0.046,0.0893,0.1718,0.0398,0.3252,-0.1449,0.317,0.2976,-0.0611,0.0525,-0.0031,381,0,378,3,0.6013,410.2676,0.022,0.0387,31,0,1.714,,,,,,,,44,19,0.066069,44,16,0,0.021,104.242,0,0,1.021,0.172,0.066,0.196,0.643,26.625,69.537,23.763,29.364,0,377,6252.37705,4.59039,1362.05859,16.197254,39,4317.4711,25.52035,169.1776,16.250469,39,2873.84606,11.54058,249.02084,16.101736,1.15,0.0,25.0,0.0,24.0,0,0.148733,0.053215,0.095518,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,208.09478980289,-58.59646491194,36.92397149848,-36.26844315996,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,5103714555575829888,1.0,5103714555575829888,10062.04,144.58,8.099268,0.033315,9922.04,151.89,8.011254,0.034007,26.67376548214473,2.363177485193054,5.948908831264052,9659.696894745472,7.349948958413193,-5.89928022010298,3.6693649968479525,2,7,,,,
30,157,MCT0033m3440_a_2000_09_16T04_36_55_all.dat.gz,45.89840398663366,3.714849739765768,5.235693467343324,12999.95920396067,7.432785966597298,619,461,1.636851,78.801264,MCT0033-3440,9.0578333333,-34.393166667,1636148068921376768,Gaia DR3 5005361213245945856,5005361213245945856,988182306,2016.0,9.05837384878,0.0384,-34.393078361,0.0422,11.4913,0.0577,199.2496,99.236,97.082,0.039,20.562,0.065,0.0534,0.2694,-0.4232,-0.0507,-0.0505,0.14,0.3044,-0.2183,-0.0714,0.3727,367,0,365,2,2.6039,492.7762,0.19,2.3748,31,0,1.786,,,,,,,,43,20,0.094831,50,18,0,0.002,162.139,0,0,1.098,0.142,0.203,0.236,0.652,33.724,-73.963,-11.546,10.753,0,389,5010.65974,3.70137,1353.72949,16.43763,47,3750.30411,12.2037,307.30881,16.403376,44,1887.33139,8.40968,224.42365,16.558275,1.125,0.0,1.0,0.0,2.0,0,-0.1549,-0.034254,-0.120646,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,326.18900097016,-82.03657553471,352.62360947211,-34.74561074842,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,5005361213245945856,1.0,5005361213245945856,15593.2,374.82,8.315774,0.032588,15025.12,378.91,8.314307,0.042668,36.03012576052583,4.252415448980326,4.721690969908794,13999.922897995986,7.999997330089194,-9.868278226107833,5.646516248074058,5,8,,,,
31,162,WD1129p155_b_2002_02_22T05_42_41_all.dat.gz,20.81986460603781,1.5076467437228338,3.003507146402234,14245.334052533051,8.242091704389447,1272,901,1.039253,134.031879,WD1129+155,173.114,15.291888889,1636148068921376768,Gaia DR3 3966519331420622080,3966519331420622080,1060870409,2016.0,173.11421516628,0.1293,15.29168823838,0.1119,20.4664,0.143,143.1162,66.032,47.126,0.179,-46.253,0.147,-0.0606,-0.0689,0.0998,0.1227,-0.2588,0.0977,0.0462,0.0944,-0.0698,-0.1597,213,0,213,0,75.8872,17119.8672,1.141,516.4446,31,0,1.798,,,,,,,,24,16,0.253625,31,9,0,0.162,111.216,0,0,6.49,0.242,0.18,0.372,0.845,-82.251,24.626,-4.793,-20.88,0,253,42243.06983,23.59522,1790.32349,14.122978,30,32228.89714,37.4956,859.53809,14.067928,29,15792.02381,26.10072,605.04181,14.251801,1.137,0.0,2.0,0.0,1.0,0,-0.183873,-0.05505,-0.128823,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,241.74634489432,68.16542108662,167.57378665328,11.30135034509,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3966519331420622080,0.96,3966519331420622080,15941.57,302.69,7.650425,0.02806,16074.43,343.83,7.748487,0.038428,26.628148959581907,1.7204738464257083,2.184270728350504,13777.754223006888,8.816332132815768,5.808284353544096,2.287581465236361,5,1,5.660789119730004e+16,1.5022290607964784e+16,5.8384977077384264e+16,1.5879245471635022e+16
32,166,HS1517p0814_b_2001_07_25T23_33_32_all.dat.gz,63.55629497093586,2.7452050863545523,3.907305971485999,13103.099838693348,7.345528150861347,496,396,1.741093,142.31207,HS1517+0814,230.02495833,8.0576666667,1636148068921376768,Gaia DR3 1163912467652160896,1163912467652160896,1094806198,2016.0,230.02525695436,0.041,8.05728393934,0.0374,10.7597,0.0451,238.6563,107.397,67.187,0.056,-83.786,0.049,0.034,-0.0867,0.1194,0.0004,-0.2692,0.0112,0.0896,-0.0659,-0.0716,0.0343,218,0,218,0,0.1952,245.9097,0.071,0.3461,31,0,1.774,,,,,,,,25,16,0.078163,25,8,0,0.064,19.148,0,0,1.008,0.242,0.145,0.222,0.813,-87.229,-8.307,-20.574,-28.921,0,215,6561.889,6.84948,958.01263,16.144794,21,4831.48172,25.10871,192.42256,16.128342,21,2546.85689,16.31768,156.07956,16.232883,1.124,0.0,0.0,0.0,0.0,0,-0.104542,-0.016453,-0.088089,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,11.48023839933,50.00801567152,225.19256448225,25.49393878804,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,1163912467652160896,1.0,1163912467652160896,14140.31,407.21,7.895374,0.042407,14035.94,398.48,7.903522,0.053544,84.99461608125068,2.7594170624393897,4.6054715748534605,12439.4901773837,7.738237669602011,21.438321110314824,3.892368622141091,3,2,8.346874607366674e+16,9209614485105534.0,8.022751530946624e+16,9237795250382174.0
