,Name,GaiaDR2,SPYTeff,SPYlogg,Rem,solution_id,DESIGNATION,SOURCE_ID,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot
951,WD1655+215,4565048312887877888,9173,7.76,,1636148068921376768,Gaia DR3 4565048312887877888,4565048312887877888,942456019,2016.0,254.2912014468113,0.010697388,21.444299762560085,0.010852762,47.63472232582776,0.015451988,3082.7568,574.3365,24.790804663642994,0.013092258,-573.8012251775307,0.014071684,0.008904157,-0.1496195,-0.04552406,0.17060906,0.016990766,0.1392224,-0.27365816,-0.09298987,0.04473907,0.14221099,500,0,500,0,-0.17333941,604.4343,0.04270536,1.1840646,31,False,1.6997178,,,,,,,,57,26,0.020390743,59,24,0,0.02034133,43.632442,0,0,0.9938239,0.27721128,0.07522609,0.08639604,0.19151832,-95.5042,-38.98624,33.652485,-2.0638583,False,482,43962.08060291897,15.437822,2847.6868,14.079671,56,29618.44154251683,22.632166,1308.6879,14.1596365,55,21171.29521800037,15.071161,1404.7554,13.933527,1.1553079,0,24,0,23,0,0.2261095,0.07996559,0.14614391,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,41.44898917980517,34.252487684255726,249.57304335140765,43.77595146340502,False,False,0,True,True,False,True,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
953,WD1716+020,4387171623850187648,13787,7.64,,1636148068921376768,Gaia DR3 4387171623850187648,4387171623850187648,1118112218,2016.0,259.64457600631647,0.018227277,1.946843921429835,0.013927325,26.201540655864466,0.026422424,991.6403,521.1357,-436.06833476043204,0.022499554,-285.3538733867586,0.01652312,-0.09175345,-0.1741462,-0.11427565,0.12429821,0.02212964,0.031367194,-0.6353712,-0.28855708,0.065924585,0.082334414,531,0,530,1,2.472199,857.3106,0.11896934,8.018563,31,False,1.7624681,,,,,,,,60,20,0.03189295,60,37,0,0.04953694,1.028575,0,0,1.076605,0.26319757,0.44619945,0.30649036,0.26428145,0.5627803,-1.6121749,-2.664882,-28.228886,False,518,32862.96018062446,14.388725,2283.9382,14.3956,60,24041.284564345588,18.815256,1277.7549,14.386148,59,13308.756811800507,15.701854,847.59143,14.4375515,1.1365392,0,1,0,1,0,-0.051403046,-0.009451866,-0.04195118,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,23.693233091334076,21.475583527150043,258.56926071880673,24.976150743787578,False,False,0,True,True,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
955,WD1733-544,5921433963191695872,6187,7.18,,1636148068921376768,Gaia DR3 5921433963191695872,5921433963191695872,1761414076,2016.0,264.2522973062449,0.03472138,-54.43440976973922,0.027368946,49.41402788576175,0.03826525,1291.3552,466.32648,-92.41629826510041,0.041086376,-457.07725990704324,0.03129364,0.13546148,-0.35539815,-0.5196707,-0.10791618,-0.16548508,0.016658263,-0.6891553,0.0457728,0.22985771,-0.23937306,345,0,342,3,0.15198596,356.48956,0.029376188,0.1358474,31,True,1.6099448,,,,,,,,40,18,0.061576217,41,20,0,0.02896324,0.05998703,0,0,1.0048691,0.5092046,0.2948502,0.17672744,0.2934152,-169.96515,6.645416,-6.6419554,-34.145927,False,352,10897.979198118623,4.5198636,2411.1301,15.594002,35,6647.552405732253,32.235107,206.22089,15.781888,36,6910.886380932754,58.225613,118.69152,15.149061,1.2441242,0,23,0,23,0,0.6328268,0.18788624,0.44494057,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,337.2150830556099,-11.873407357267277,266.10042798565905,-31.07290549574483,False,False,0,True,False,False,False,False,False,False,False,0.008239005,2.9351286e-09,5.7597113e-05,,,,,,,,,,,,,,,,,,,,,,
957,WD1736+052,4485626636646013696,8830,7.8,,1636148068921376768,Gaia DR3 4485626636646013696,4485626636646013696,1222672305,2016.0,264.6734386139751,0.028178487,5.267529354005134,0.0231891,21.991291698129523,0.04514396,487.13696,287.0218,-33.54801373595213,0.038872752,-285.05445319903333,0.028241672,-0.53483915,0.42491263,-0.34647498,0.41890422,-0.3677437,0.39562246,-0.52356714,-0.45806625,0.31079876,-0.32939658,600,0,593,7,-1.405433,570.452,0.0,0.0,31,False,1.6944048,,,,,,,,68,20,0.0621342,69,37,0,0.021570874,83.76258,0,0,0.9587389,0.3185096,0.412983,0.333541,0.5720733,20.195269,26.974344,51.66213,41.206764,False,583,8458.219705351585,3.9166362,2159.5623,15.869169,60,5632.596081459169,11.616512,484.87842,15.961771,63,4171.168633747224,7.6245856,547.06824,15.697251,1.1590813,0,2,0,1,0,0.2645197,0.092601776,0.17191792,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,29.302537560192576,18.569666550570624,263.95659973263514,28.595136083215166,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
960,WD1755+194,4551645369227445888,24439,7.8,,1636148068921376768,Gaia DR3 4551645369227445888,4551645369227445888,486008656,2016.0,269.41213924577943,0.021146895,19.404466692580776,0.027837723,7.3557443665846565,0.038494244,191.08687,95.838615,-11.039090026732124,0.035024174,-95.20072966312662,0.039000966,-0.29288125,0.14936054,-0.056889232,0.010684071,-0.1266685,-0.14416765,-0.3382477,-0.023703458,0.19983645,0.12655453,681,0,677,4,-0.03866105,923.77765,0.17285329,4.1681433,31,False,1.8370373,,,,,,,,79,26,0.056654084,81,22,0,0.06279978,42.428955,0,0,0.9984498,0.3856102,0.36177647,0.33113733,0.23719996,-117.88657,63.77162,0.29485643,-37.789677,False,672,7554.909380389355,4.0506573,1865.107,15.991794,73,6012.656147748526,12.412845,484.38986,15.890877,74,2650.3568352807233,8.685559,305.1452,16.189634,1.1466733,0,4,0,5,0,-0.29875755,-0.10091686,-0.19784069,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,44.97268752994776,20.285928029440807,269.24381050277947,42.84220448518011,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
963,WD1802+213,4576304838064664064,16787,7.64,,1636148068921376768,Gaia DR3 4576304838064664064,4576304838064664064,977859116,2016.0,271.09747653305146,0.015783966,21.350443163734646,0.03121062,11.481649415094038,0.03955804,290.2482,106.82283,-76.69349988610155,0.019642262,-74.35875186601046,0.04042478,-0.05578244,0.0070151235,0.33205515,-0.041937135,-0.026450343,-0.1722975,-0.4797527,0.00603494,0.12107023,0.13413298,772,8,770,2,2.7050138,1040.3875,0.14708515,3.909914,31,False,1.7803563,,,,,,,,88,25,0.058673896,95,33,0,0.04809085,43.50827,0,0,1.0695004,,,,,,,,,False,788,8950.038322463386,4.171191,2145.6792,15.807805,84,6658.391200242311,9.92968,670.55444,15.780119,78,3469.415995384232,7.522711,461.19226,15.897255,1.1315937,0,0,0,1,0,-0.117136,-0.02768612,-0.08944988,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,47.52823872588859,19.571391897143524,271.4402203406705,44.784237369416715,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
965,WD1826-045,4257461275049675008,9035,7.72,,1636148068921376768,Gaia DR3 4257461275049675008,4257461275049675008,13125141,2016.0,277.2911485745855,0.024404798,-4.494509754562842,0.03269559,38.75868769376996,0.04036885,960.1138,296.98703,12.655653499353813,0.027756095,-296.71727158389155,0.02732274,0.052738287,0.0650931,-0.23603743,-0.009016626,-0.73623097,0.16010094,-0.53313553,-0.2680707,0.40730593,0.10552004,181,0,181,0,1.299613,233.60754,0.07692443,1.5633184,31,False,1.6961573,,,,,,,,21,14,0.04856637,21,10,0,0.0082635395,120.48256,0,0,1.0681267,0.424865,0.21111532,0.5626743,0.78151995,-97.86481,-21.091198,-36.284954,39.288425,False,176,28707.459571682917,23.556026,1218.6886,14.54238,20,19249.874027811824,25.43872,756.7155,14.627473,20,14044.045442801142,24.840876,565.36035,14.379165,1.1597655,0,14,0,17,0,0.24830818,0.085092545,0.16321564,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,26.386165517591706,2.8866340739259857,277.6784040343141,18.75064163659012,False,False,0,True,True,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
966,WD1834-781,6364918198670588928,17723,7.77,,1636148068921376768,Gaia DR3 6364918198670588928,6364918198670588928,449014153,2016.0,280.60787053008795,0.022864135,-78.08615295191743,0.02541207,12.084502247756193,0.03040244,397.48462,336.5646,126.47781199297947,0.027404647,-311.8959804244906,0.031806067,0.071386784,-0.13732304,-0.16615202,-0.15155141,-0.22267638,-0.0884474,-0.15067704,-0.17780076,0.10168268,-0.024430878,417,9,416,1,1.8767204,663.24493,0.18489785,6.4387393,31,False,1.8101113,,,,,,,,48,30,0.04450545,55,23,0,0.020249404,174.29007,0,0,1.0653387,,,,,,,,,False,460,13026.358391366804,7.5894394,1716.3795,15.40031,50,10034.34720894042,21.286253,471.40036,15.33482,50,4730.367689230656,7.922366,597.0903,15.560658,1.1334492,0,0,0,0,0,-0.22583866,-0.06548977,-0.16034889,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,316.20428145410955,-26.036468278639433,273.77882817556707,-54.78607708431499,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
968,WD1840+042,4280632829779587072,8766,7.86,,1636148068921376768,Gaia DR3 4280632829779587072,4280632829779587072,387306970,2016.0,280.8566038830056,0.022917176,4.339980896810182,0.021960825,40.18727540946696,0.024701128,1626.9409,146.33452,-129.21256891986172,0.02917661,68.68700738312106,0.024118956,0.022772333,0.026123563,-0.2964846,0.061286002,-0.32907006,0.07509104,-0.37933385,-0.011517748,0.10276096,-0.110699214,201,0,201,0,0.3113601,226.1148,0.0,0.0,31,False,1.6867803,,,,,,,,24,16,0.041766416,24,10,0,0.022937128,86.602295,0,0,1.0140581,0.25617534,0.15103196,0.2707237,0.7547741,-101.14747,-17.46433,-40.328846,37.591118,False,198,23667.415952294243,12.397266,1909.0835,14.751989,21,15750.919867500992,37.33031,421.9338,14.845278,20,11758.941800196466,16.234673,724.31036,14.571975,1.1623517,0,0,0,0,0,0.27330303,0.09328842,0.18001461,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,35.88794445479262,3.7568229853366235,282.2039350989566,27.32048794815555,False,False,0,True,True,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
970,WD1844-223,4078868662206175744,32443,7.99,,1636148068921376768,Gaia DR3 4078868662206175744,4078868662206175744,418031877,2016.0,281.98589842523575,0.036085438,-22.327323450400936,0.03396793,19.83689994520385,0.04180481,474.51242,87.38706,79.22657126596494,0.04330838,-36.87341224955521,0.035355147,0.14409204,-0.12713338,0.09112242,-0.3474064,-0.45285848,-0.23787323,-0.21673371,-0.14829275,0.13415582,0.08080613,225,0,225,0,-0.78923583,1025.8877,0.27731034,35.550987,31,False,1.8694918,,,,,,,,26,16,0.061218407,26,8,0,0.15657699,178.9857,0,0,0.96111596,0.31836393,0.20390959,0.500319,0.880238,-102.718704,-18.06781,-33.97703,40.377377,False,222,63121.179927860794,39.25329,1608.0482,13.686929,24,52605.7730623891,91.629585,574.1134,13.535958,24,20463.538673479463,41.07576,498.19016,13.970444,1.1576037,0,22,0,23,0,-0.43448544,-0.15097046,-0.28351498,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,12.501458088702835,-9.246095026744111,281.07619616918265,0.6522803772033886,False,False,0,True,True,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
972,WD1857+119,4313658585693385984,9821,7.74,,1636148068921376768,Gaia DR3 4313658585693385984,4313658585693385984,701210438,2016.0,284.9557239392639,0.030645411,11.978621934053619,0.041943528,20.277669804310428,0.04183383,484.71942,234.15787,157.95369097721687,0.03847198,172.85987661338024,0.04559596,-0.09782499,0.08839089,-0.21113792,0.12632096,-0.48098022,0.16701922,-0.44528043,-0.21523148,0.1814745,0.06288602,192,0,192,0,1.2325815,230.06544,0.0958311,1.0651386,31,False,1.7086012,,,,,,,,22,14,0.067710906,22,9,0,0.024371611,144.18385,2,0,1.0625881,0.3556639,0.11171105,0.22878198,0.7062074,-114.55254,80.564095,-28.844318,34.938454,False,185,11163.327261824417,11.275773,990.02765,15.567883,21,7615.0039617350385,18.33534,415.3184,15.634367,20,5167.342249126034,12.214214,423.05972,15.464727,1.1450301,0,0,0,1,0,0.16963959,0.06648445,0.103155136,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,44.55236654047405,3.6001215771193933,287.83731206865394,34.49641983423497,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
975,WD1911+135,4320094439580536320,14004,7.86,,1636148068921376768,Gaia DR3 4320094439580536320,4320094439580536320,1217490893,2016.0,288.41121770775476,0.016261851,13.606796833128874,0.01745449,29.64811045537169,0.024772532,1196.8138,181.54634,15.566684571061232,0.021720378,-180.87772779873177,0.020305758,0.41594732,-0.09569697,-0.048059523,-0.11825061,-0.0764,-0.17418763,0.116280496,-0.14444575,-0.26416072,0.43863636,459,0,456,3,2.2492652,836.66986,0.14073548,10.14719,31,False,1.770469,,,,,,,,53,19,0.03526062,58,21,0,0.034138948,17.369928,0,0,1.0750623,0.03179949,0.46862996,0.2934838,0.5567407,-82.32503,-47.430153,-16.153385,41.14968,False,468,43350.184646895366,21.891478,1980.2311,14.09489,57,32065.5183908708,28.745874,1115.4824,14.073446,54,17030.58973320233,12.630854,1348.3324,14.169822,1.1325467,0,0,0,2,0,-0.096375465,-0.021443367,-0.0749321,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,47.54689699927813,1.3516565385536161,292.19203972314386,35.63841412382837,False,False,0,True,True,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
977,WD1914-598,6446197877766956800,19756,7.84,,1636148068921376768,Gaia DR3 6446197877766956800,6446197877766956800,455733863,2016.0,289.6866343773816,0.018962612,-59.77628976728872,0.019877579,19.027014979255846,0.03282723,579.6107,51.905846,-18.344344182804903,0.02732567,-48.55617239313017,0.022910012,-0.1985125,0.22363886,-0.23391455,0.09843541,-0.35576105,0.23146693,-0.11138722,-0.40062663,0.07574887,0.005149227,475,0,475,0,3.9286191,1250.2013,0.21450616,22.442139,31,False,1.8181883,,,,,,,,54,21,0.04028102,55,15,0,0.0066968543,6.2569413,0,0,1.1300974,0.20733476,0.084400736,0.21494423,0.5890314,60.270718,52.733795,38.164223,40.13713,True,462,33147.829447842414,15.8639,2089.5132,14.3862295,47,25817.66795907929,27.149347,950.9498,14.30875,46,11900.411660643338,19.921503,597.3652,14.5589905,1.1378748,0,0,0,0,0,-0.25024033,-0.07747936,-0.17276096,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,336.9058690403712,-26.5677765746785,282.2876521169759,-37.17398391398631,False,False,0,True,True,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
979,WD1914+094,4309015794737134080,32525,7.85,,1636148068921376768,Gaia DR3 4309015794737134080,4309015794737134080,1205070402,2016.0,289.2100693606518,0.03570195,9.579522296630605,0.035715636,7.132355553321321,0.042509563,167.78238,68.74344,-17.00931128892673,0.04184535,-66.60587986361784,0.039884925,0.025099864,-0.031924438,-0.05844258,-0.1539175,-0.33577085,-0.14373562,-0.18825623,0.0025856597,-0.03830172,0.0011717445,248,0,248,0,0.29651478,481.59845,0.2537241,9.202319,31,False,1.8666518,,,,,,,,28,16,0.05842866,30,13,0,0.05849498,174.57246,1,0,1.0121027,0.27647892,0.08592452,0.24571772,0.669411,-130.30963,7.257655,-24.449156,39.38825,False,247,12980.646219145532,8.686936,1494.2721,15.404126,26,10724.721355436004,13.288025,807.09674,15.262577,27,4208.343196994493,10.354188,406.43875,15.687617,1.1504099,0,1,0,1,0,-0.42504025,-0.14154911,-0.28349113,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,44.345337083887415,-1.2140381341208593,292.37552137140113,31.538693576987445,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
983,WD1918+110,4309653752003973760,19268,7.81,,1636148068921376768,Gaia DR3 4309653752005719424,4309653752005719424,1784432056,2016.0,290.14680628690803,0.044692706,11.178504319834223,0.040721733,8.188885666938111,0.053376988,153.41603,109.37389,30.229194125992787,0.050078154,-105.1134843780749,0.043415993,-0.0014089626,-0.17164712,0.15909594,-0.36320388,-0.18368275,-0.39057842,0.30358234,0.015129609,-0.09214492,0.1261317,379,0,379,0,0.023545567,593.071,0.26719466,5.912393,95,False,,1.7719991,0.010539138,-0.032054655,0.2229593,-0.06513072,-0.17149055,0.00067222246,44,18,0.07227146,46,46,0,0.033644546,0.18903643,0,0,0.9999684,0.3739282,0.27625474,0.46852702,0.5611449,-67.46981,-25.610207,-28.66896,-44.740795,False,375,6443.212642620921,6.020585,1070.1971,16.16461,46,5037.46217520096,9.358035,538.3034,16.083014,45,2334.5337310679265,9.806529,238.05913,16.327394,1.1441491,0,1,0,1,0,-0.24438095,-0.081596375,-0.16278458,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,46.19002096646293,-1.2806132459774981,293.750878230603,32.97153042567467,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
985,WD1919+145,4319908862597055232,15252,8.01,,1636148068921376768,Gaia DR3 4319908862597055232,4319908862597055232,1293940434,2016.0,290.4182563607856,0.020935532,14.677830427187898,0.019586064,50.307603765615106,0.029690132,1694.4218,82.80047,-33.01635009844056,0.026508512,-75.9331184898327,0.022911016,0.22070557,-0.20571521,-0.14633115,0.030164948,-0.2930812,-0.08281381,0.15814017,0.09158597,-0.34858543,0.08746572,304,45,303,1,1.6623545,1337.9176,0.19883782,32.977192,31,False,1.7809267,,,,,,,,35,18,0.037204165,43,16,0,0.029247278,2.690321,0,0,1.0677162,,,,,,,,,False,346,116780.3860741014,64.65414,1806.2323,13.018942,41,87753.7308920669,66.526146,1319.0863,12.980378,42,44553.10567632931,21.414011,2080.5586,13.125701,1.1329542,0,3,0,3,0,-0.1453228,-0.03856373,-0.10675907,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,49.40311639500471,0.13106455378863946,294.78206186113687,36.376907887329374,False,False,0,True,True,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
987,WD1932-136,4183272552601606400,16931,7.73,,1636148068921376768,Gaia DR3 4183272552601606400,4183272552601606400,387872526,2016.0,293.92458542547337,0.04768321,-13.502501976040708,0.04140428,9.54043414647517,0.052744485,180.88022,129.35619,-36.237630208448394,0.060564477,-124.17671659829153,0.047718573,0.22896227,0.07800414,-0.33582163,-0.2479433,-0.3593676,-0.21498461,-0.17177738,-0.06625476,-0.123427816,0.18594074,205,0,204,1,0.80469495,261.4495,0.16972062,2.3365123,31,False,1.7966129,,,,,,,,24,16,0.08905971,25,9,0,0.19635534,80.97008,2,0,1.0389087,0.29138622,0.25137413,0.46257448,0.7850392,-109.03555,-16.716385,-38.474552,37.117607,False,204,7614.774017809926,8.457269,900.3822,15.983224,23,5750.9179248406945,20.313524,283.10785,15.939199,20,2835.241932098232,10.027611,282.74353,16.11642,1.127566,0,1,0,1,0,-0.1772213,-0.044024467,-0.13319683,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,25.60478269772404,-15.81640593594211,293.46626835648857,8.009023074799705,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
989,WD1943+163,1820678800523761152,19763,7.79,,1636148068921376768,Gaia DR3 1820678800528443776,1820678800528443776,693452010,2016.0,296.3821940204825,0.025557812,16.45945521937809,0.028542113,21.379740768623066,0.04724806,452.49985,297.27155,-31.032799765339934,0.03845596,-295.6473177078333,0.041489687,0.56295866,-0.20066728,0.15665196,0.15368517,-0.14639758,0.040834736,0.2756272,-0.20193624,-0.38213134,0.13370577,577,0,575,2,1.8999466,3012.6758,0.32097596,61.880676,95,False,,1.7918092,0.006484199,-0.1244859,-0.010970042,-0.060283236,0.05272801,-0.02552903,66,19,0.06235356,69,69,0,0.025700878,112.752754,1,0,1.0562497,0.5507963,0.55651504,0.46778,0.52871233,-65.356926,-50.85386,-49.19083,38.64309,True,567,44175.845163043756,31.917885,1384.0468,14.074405,56,35177.87733492428,56.433144,623.3549,13.972868,64,18565.163033467506,156.9017,118.323524,14.076149,1.2165707,0,56,0,64,0,-0.10328102,-0.10153675,-0.0017442703,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,53.743822353588655,-4.03590339634317,302.2447837925569,36.99188248995068,False,False,0,True,True,False,True,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
991,WD1948-389,6690659513515872000,37199,7.75,,1636148068921376768,Gaia DR3 6690659513515872000,6690659513515872000,763499044,2016.0,298.08202949442585,0.03440327,-38.770827412544044,0.029595448,9.537777610037132,0.042585894,223.96565,58.332363,5.057089854961347,0.040632665,-58.11273946614604,0.031215793,0.109024115,0.047266856,0.09017633,0.032613844,-0.10533951,0.06449255,0.35809097,-0.37840322,-0.02783167,0.09233781,250,0,249,1,0.8325887,822.4152,0.27485225,22.90533,31,False,1.8775443,,,,,,,,30,18,0.058185186,31,8,0,0.01397947,11.791853,0,0,1.0365424,0.18305588,0.23716566,0.019490713,0.6787008,-22.380499,-14.313474,-32.137653,30.014917,False,245,27651.40445906843,23.988985,1152.6709,14.583074,27,23153.79235621755,49.341793,469.25317,14.426987,25,8788.452960425495,20.854479,421.418,14.888114,1.1551763,0,0,0,1,0,-0.46112728,-0.15608692,-0.30504036,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,1.2683292048959658,-27.887237742251905,292.63439313867923,-17.512524544107258,False,False,0,True,True,False,True,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
993,WD1950-432,6685284241684914688,40835,7.6,,1636148068921376768,Gaia DR3 6685284241684914688,6685284241684914688,1788779710,2016.0,298.4496819777481,0.03520744,-43.12089112469553,0.032108285,7.0268268212416976,0.044497117,157.91644,135.9287,109.64529920792313,0.042561416,-80.34002438993097,0.035281453,0.059580684,0.009774971,0.019065697,0.058473095,-0.25707704,0.08280475,0.25251284,-0.17717256,-0.22568348,-0.03769083,267,0,267,0,1.2723695,758.1799,0.28945437,18.074986,31,False,1.8804469,,,,,,,,31,18,0.05931394,31,9,0,0.10403085,171.52051,0,0,1.0548002,0.17898174,0.14759523,0.09491383,0.7169032,-49.99108,-12.239391,-32.479576,30.652218,False,265,19348.999999285483,12.589954,1536.8602,14.97072,30,16281.803105718032,35.802334,454.76932,14.809286,30,6126.716605536861,11.029437,555.4877,15.279826,1.1581229,0,0,0,0,0,-0.47054005,-0.16143417,-0.30910587,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,356.5027023746237,-29.09572611981125,291.998497187429,-21.830132943086927,False,False,0,True,True,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
