,Name,GaiaDR2,SPYTeff,SPYlogg,Rem,solution_id,DESIGNATION,SOURCE_ID,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot
910,WD1531+184,1209640499120458752,13910,7.76,,1636148068921376768,Gaia DR3 1209640499120458752,1209640499120458752,604000548,2016.0,233.45521482009374,0.042964786,18.314561104102143,0.039783925,11.421961526296903,0.05303793,215.35458,181.16914,-50.957394911937094,0.050604943,-173.85511503332756,0.051308,0.09009718,-0.3836129,0.093539774,-0.17767124,-0.12568659,-0.215747,0.15085113,-0.07953258,-0.07534131,-0.05910447,247,0,245,2,-0.52956694,247.55798,0.0,0.0,31,False,1.7499597,,,,,,,,28,17,0.07401756,28,8,0,0.037956525,54.92262,0,0,0.974549,0.37181917,0.14106187,0.19770533,0.5279632,-149.6222,-36.55493,24.306547,-27.994572,False,244,5691.325099086045,5.175554,1099.6553,16.299334,28,4103.902842013888,12.067576,340.0768,16.30555,27,2345.0122207095696,8.338802,281.21692,16.322533,1.1331131,0,0,0,1,0,-0.016983032,0.006216049,-0.023199081,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,28.39354669008061,51.705839947941534,225.4762726848742,36.27681233104779,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
911,WD1532+033,4427107020039299968,61907,7.76,,1636148068921376768,Gaia DR3 4427107020039299968,4427107020039299968,542319325,2016.0,233.79115417040256,0.05013517,3.1875618248169935,0.039899357,3.83460418693142,0.05747805,66.71423,21.041332,17.41288491018372,0.06575796,-11.812245276381375,0.051999558,-0.020283658,-0.1390271,0.10775125,-0.24608898,-0.14758572,-0.25816455,0.55333096,-0.1523758,-0.1792558,-0.027872559,359,0,359,0,3.1878495,764.29694,0.33073276,10.48213,31,False,1.8838896,,,,,,,,41,17,0.09237847,42,7,0,0.06257726,48.99481,0,0,1.1211897,0.40316123,0.4406681,0.22352788,0.78682727,-176.01985,-12.251695,40.829617,-24.496614,False,343,8201.987724316223,6.425365,1276.5015,15.902569,34,6864.060241818019,18.769403,365.70477,15.747089,33,2605.059954237231,9.776163,266.47058,16.208351,1.154491,0,1,0,3,0,-0.46126175,-0.15547943,-0.30578232,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,8.69645047962682,44.16227733866004,230.55968080881095,21.806541685839697,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.0800712e-08,4.993324e-05,,,,,,,,,,,,,,,,,,,,,,
913,WD1537-152,6265082680310200448,16954,7.94,,1636148068921376768,Gaia DR3 6265082680310200448,6265082680310200448,824982364,2016.0,235.0982095321528,0.042381547,-15.39461998468909,0.030184949,11.353593525479441,0.044147976,257.17133,96.67246,-89.05402200261844,0.057175882,37.61577290577438,0.04014934,0.08500885,-0.05082816,-0.0468972,0.085811526,-0.23027612,0.062447313,0.28694227,-0.102069475,-0.14878623,-0.033922892,237,0,236,1,-0.5239299,266.7468,0.07745372,0.52517086,31,False,1.7948937,,,,,,,,28,16,0.07918365,38,8,0,0.015596287,31.866657,0,0,0.974293,0.13209978,0.399136,0.23460342,0.63190603,-95.86527,-4.679435,-22.60511,-28.394863,False,309,7828.490330966395,6.0656996,1290.6162,15.953172,35,5938.197232787183,16.26936,364.99268,15.904406,34,2954.5006293729,11.401729,259.12744,16.071686,1.1359403,0,1,0,1,0,-0.1672802,-0.048766136,-0.11851406,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,352.01511698032283,30.944918166782898,236.42443371804583,4.069445321346249,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
915,WD1543-366,6009760034351291904,42701,8.97,,1636148068921376768,Gaia DR3 6009760034351291904,6009760034351291904,1531938806,2016.0,236.74263152079826,0.045883685,-36.77860638385603,0.032126565,11.260741133466317,0.054738358,205.71939,40.11879,-31.20864619124551,0.06163986,-25.209870281578198,0.042616397,-0.3371518,-0.10156093,-0.017954974,-0.03625868,0.050392628,0.049562134,0.4333659,-0.16683407,-0.002589885,-0.13552152,383,0,382,1,1.3442744,753.8356,0.29545614,11.090548,31,False,1.8828188,,,,,,,,44,18,0.08616148,48,13,0,0.06546425,84.22901,1,0,1.0484545,0.096968845,0.5338074,0.13259557,0.18363257,-153.33838,16.69926,-47.9469,-42.664814,False,407,9388.471545243541,6.4608903,1453.1235,15.755879,45,7906.73146127088,24.765306,319.26645,15.59355,41,2948.373622191208,9.038139,326.21466,16.073938,1.1562164,0,1,0,0,0,-0.48038864,-0.16232967,-0.31805897,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,337.824719948986,13.932260906830422,242.74498763623836,-16.433333941327028,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.544584e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
917,WD1544-377,6009537829925128064,10525,7.83,,1636148068921376768,Gaia DR3 6009537829925128064,6009537829925128064,340123901,2016.0,236.87270043635263,0.022582669,-37.919946060994015,0.017703138,65.68911952047122,0.025664976,2559.4849,472.48404,-423.69230665691146,0.03104812,-209.1076325914111,0.025399558,-0.27506095,-0.15357573,0.32573983,-0.10577562,0.2209845,-0.036482036,0.7137615,-0.08870099,0.1327527,-0.11155019,345,72,343,2,0.44649047,962.7344,0.14281209,20.282984,31,False,1.7257746,,,,,,,,39,17,0.04452966,42,6,0,0.039435625,96.04875,1,0,1.0162301,,,,,,,,,True,344,118747.28984666569,41.991695,2827.8755,13.000808,30,83377.2707307911,74.32269,1121.8279,13.035923,29,53286.44988764206,47.332436,1125.7914,12.931354,1.1508787,0,0,0,0,0,0.104569435,0.035115242,0.06945419,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,337.16149186826635,12.984994322437208,243.12197431647317,-17.521152667095684,False,False,0,True,True,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
919,WD1547+015,4423116892346484480,76588,7.5,,1636148068921376768,Gaia DR3 4423116892346484480,4423116892346484480,1418863174,2016.0,237.43714921605155,0.050664753,1.431503916968319,0.046987697,3.643490008165948,0.066288374,54.96424,92.87236,-36.90160316481102,0.06601397,-85.22644562151531,0.063718505,-0.069365814,-0.25700152,-0.0040193954,-0.09911425,-0.40281016,-0.3149968,0.573934,0.175996,-0.3768451,-0.35392457,292,0,290,2,3.09611,609.6371,0.3463899,11.336349,31,False,1.874711,,,,,,,,33,17,0.10936083,60,9,0,0.064583,78.44819,1,0,1.1312267,0.3970591,0.27638134,0.1293868,0.6069808,-145.42867,8.016579,-9.037623,-27.6744,False,511,8424.99561793341,5.923153,1422.3837,15.873443,56,6962.335537854096,17.488405,398.1115,15.731655,55,2793.5591344084746,8.505718,328.43307,16.132502,1.1579703,0,2,0,1,0,-0.40084648,-0.14178753,-0.25905895,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,9.61255598692223,40.17554898473952,234.8118006041871,20.981279619147475,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
921,WD1547+057,4426435871273922560,24355,8.36,,1636148068921376768,Gaia DR3 4426435871273922560,4426435871273922560,1243025704,2016.0,237.3947366933107,0.04422663,5.588079184483274,0.04145897,11.314913819647092,0.0578906,195.45338,50.528507,-50.51619726465724,0.051492028,-1.1152216128892136,0.048762552,-0.19570284,-0.31937456,0.123428114,-0.16765305,-0.10719802,-0.17512642,0.41470614,-0.19576731,-0.03417511,-0.26162556,233,0,232,1,0.86126363,344.5638,0.20507383,3.3888614,31,False,1.8374214,,,,,,,,27,16,0.08064761,51,8,0,0.05437259,57.025806,0,0,1.0392045,0.5077008,0.19250011,0.06991359,0.63415986,-145.08171,25.97786,-11.901074,-29.012842,False,427,8068.969661871951,5.0871363,1586.1516,15.920321,48,6405.945582491369,13.741931,466.16052,15.822084,46,2797.905390134396,10.671108,262.19446,16.130814,1.1406476,0,1,0,1,0,-0.30872917,-0.09823704,-0.21049213,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,14.190624312736338,42.51532288433319,233.71558413237864,25.01380947915471,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.544585e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
923,WD1548+149,1192764133804981376,21452,7.86,,1636148068921376768,Gaia DR3 1192764133804981376,1192764133804981376,242818124,2016.0,237.81418221719883,0.029255936,14.782880764150422,0.022604998,12.780505681282603,0.04322796,295.6537,56.347355,-11.654410175951005,0.035890862,-55.128933005388824,0.02821905,0.48190078,-0.3690989,0.017014481,0.003456127,-0.16192463,-0.031057518,0.2564186,-0.09550732,-0.04073447,0.37434006,429,0,427,2,0.44634658,727.1876,0.18499921,8.436928,31,False,1.8263158,,,,,,,,49,18,0.05357412,55,6,0,0.01329206,65.62339,0,0,1.0146093,0.29937312,0.51690793,0.28895548,0.74153,177.89752,-31.427784,21.762331,-29.735859,False,462,16599.524191128956,10.387926,1597.9633,15.137128,54,13079.603871575437,18.779156,696.49585,15.047056,51,5828.281973587927,10.599937,549.8412,15.334044,1.1390619,0,0,0,1,0,-0.28698826,-0.09007168,-0.19691658,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,25.84642621231097,46.49499967531465,231.5775866197013,34.028649400880354,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
925,WD1550+183,1202826348825240832,14860,8.25,,1636148068921376768,Gaia DR3 1202826348825240832,1202826348825240832,1456952378,2016.0,238.10918727468706,0.024304587,18.172376926575854,0.022135088,27.12155147242134,0.031849384,851.5565,193.86218,-154.78083950575106,0.027099106,116.72803728254044,0.02622018,0.32166642,-0.374226,0.13599224,-0.102311976,-0.32338932,-0.088040605,0.27496302,-0.1862171,-0.15260157,0.26403126,343,0,342,1,1.9007647,540.092,0.14276908,5.82566,31,False,1.7790939,,,,,,,,40,20,0.042045623,44,9,0,0.025725096,77.576805,0,0,1.0730882,0.29224998,0.35847244,0.03391341,0.46670666,-106.03825,-35.080425,-22.686846,-30.697449,False,373,22316.914716945972,16.78679,1329.4331,14.815782,44,16562.89943176194,24.29492,681.74335,14.790701,43,8629.280471494181,12.663645,681.4216,14.907959,1.128838,0,0,0,0,0,-0.11725807,-0.02508068,-0.09217739,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,30.60298076765164,47.52118795522928,230.82866439974396,37.375151570064475,False,False,0,True,True,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
927,WD1555-089,4347700805681797120,14531,7.94,,1636148068921376768,Gaia DR3 4347700805681797120,4347700805681797120,801726458,2016.0,239.51985430447243,0.027807906,-9.136119865039618,0.01922599,19.167749350279355,0.030424712,630.0059,140.12654,-49.959817418975504,0.03796758,-130.91777782533094,0.023801006,0.0025586698,-0.09643011,-0.09747804,0.08277076,-0.0545705,0.08640384,0.38351193,-0.22172423,-0.10954895,0.017027207,281,0,280,1,0.08209503,378.96368,0.11332851,3.2305403,31,False,1.7805251,,,,,,,,33,18,0.05285131,39,10,0,0.05632762,87.780304,0,0,1.0022893,0.3776321,0.41785,0.20202,0.43568063,-158.32182,1.5765009,-42.7884,-29.514254,False,324,20266.826747044885,15.37664,1318.027,14.920403,36,15127.601475115724,32.540997,464.87823,14.889117,35,7838.567567838231,13.595203,576.5686,15.012303,1.1331902,0,1,0,26,0,-0.12318611,-0.031285286,-0.091900826,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.8405909521670528,32.05058254182043,239.31097395669266,11.115013456127707,False,False,0,True,True,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
929,WD1609+044,4437271867601913472,29593,7.79,,1636148068921376768,Gaia DR3 4437271867601913472,4437271867601913472,606337513,2016.0,242.95433111100627,0.034218755,4.327111383124485,0.035956334,8.569599910168765,0.044148594,194.1081,30.320839,-24.76415854237952,0.04265046,-17.495420537583144,0.04125485,-0.24817058,-0.020906532,0.22623454,-0.20930095,-0.29783532,-0.22418891,0.65266895,0.055703856,-0.28536555,-0.24944532,328,9,328,0,1.921633,784.3431,0.27356613,15.277456,31,False,1.8631372,,,,,,,,37,17,0.069911815,43,9,0,0.046168797,12.263036,0,0,1.075493,,,,,,,,,False,364,15957.78949088444,11.825486,1349.4404,15.179935,42,13065.03524857651,22.758472,574.0735,15.048265,40,5231.118025075724,10.881596,480.73077,15.451409,1.1465343,0,1,0,1,0,-0.40314388,-0.13167,-0.27147388,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,16.572621923856595,37.13683836085923,239.9838655775682,24.992055120107082,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5493183e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
931,WD1609+135,4458207634145130368,9227,8.29,,1636148068921376768,Gaia DR3 4458207634145130368,4458207634145130368,1366657968,2016.0,242.8567551085962,0.02290657,13.369230871170126,0.020140998,44.91266293097439,0.030715879,1462.1969,544.33044,13.548796833909272,0.027346529,-544.1617794422438,0.025986882,0.09093669,-0.2587795,0.36408743,0.036769256,-0.15076278,0.022194179,0.23603225,-0.12213471,-0.11144155,0.116710275,284,0,284,0,1.5752854,357.95953,0.06027687,0.82576215,31,False,1.7029134,,,,,,,,32,18,0.040498745,36,7,0,0.019214459,26.173336,0,0,1.0662022,0.2202979,0.093544744,0.18042433,0.5463816,-123.26753,-21.197836,5.126155,-26.65986,False,305,17624.126477579794,9.437207,1867.515,15.072098,34,11869.182884315615,20.347357,583.328,15.152491,34,8505.025795063175,14.7859955,575.2082,14.923706,1.1560408,0,1,0,2,0,0.22878456,0.08039284,0.14839172,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,26.851592020579083,41.45539975981815,237.7085176251138,33.81561634099074,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
933,WD1614-128,4330093466990008448,16293,7.75,,1636148068921376768,Gaia DR3 4330093466990008448,4330093466990008448,1630815063,2016.0,244.3661891080712,0.036054645,-12.963655586882263,0.022314392,15.504980246657599,0.038159963,406.31537,274.61612,-111.4772799044705,0.048184037,-250.97175295756085,0.034169275,-0.17518741,-0.06440131,-0.3438034,0.10295168,-0.10028721,0.106627315,0.013750392,-0.058215592,0.0012588196,-0.1701891,247,0,247,0,1.7346163,396.90228,0.17002217,6.079818,31,False,1.7916636,,,,,,,,29,14,0.0690785,33,13,0,0.020676607,156.73038,0,0,1.0784606,0.10240818,0.43006128,0.12899765,0.35396048,-149.32678,10.819839,-17.234535,-35.78854,False,263,17935.95209825442,12.725584,1409.4404,15.053056,27,13663.005241875506,25.236692,541.3945,14.999677,30,6732.123717580008,15.379445,437.73514,15.177515,1.1371088,0,1,0,2,0,-0.17783833,-0.05337906,-0.12445927,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.9521000982939496,25.94690910646121,244.7853545621613,8.259971147114976,False,False,0,True,False,False,True,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
935,WD1614+136,4463466804419970304,22015,7.21,,1636148068921376768,Gaia DR3 4463466804419970304,4463466804419970304,420870517,2016.0,244.21789355865295,0.025163429,13.572272046061709,0.024453573,7.104032057768402,0.03534987,200.96347,46.771843,-2.9524103398252834,0.02997864,-46.67856505693705,0.03024028,0.082551986,-0.1506443,0.20086159,-0.14189744,-0.2601841,-0.07833025,0.22428985,-0.2260697,-0.11255242,0.10526509,324,0,324,0,-1.7507055,466.59012,0.15524623,4.8103256,31,False,1.8334438,,,,,,,,37,20,0.044454977,43,9,0,0.03296089,49.12429,0,0,0.93047553,0.26767126,0.13424519,0.057041354,0.49076387,-110.63509,-31.579,-16.425795,-30.016945,False,344,15150.240348746911,10.156228,1491.7192,15.236318,40,12007.166159519978,14.09473,851.89044,15.139941,39,5286.976619335669,11.159241,473.77567,15.439877,1.1415094,0,0,0,1,0,-0.29993534,-0.09637642,-0.20355892,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,27.81924104494973,40.333613310712096,239.21683489582335,34.29715264568296,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.544812e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
937,WD1614+160,4465105351622152704,17961,7.82,,1636148068921376768,Gaia DR3 4465105351622152704,4465105351622152704,73419309,2016.0,244.2862620288632,0.028943757,15.910889853715295,0.027171755,12.087025494835164,0.038548913,313.55035,58.520298,-38.29598355446427,0.037134223,44.249779992984855,0.03557311,0.17756736,-0.23603795,0.30550095,0.06421912,-0.25746134,0.054636773,0.30291927,-0.16314986,-0.21776868,0.23345207,330,0,330,0,1.3022149,485.60565,0.15623407,3.6698942,31,False,1.806004,,,,,,,,38,20,0.057496544,41,8,0,0.012603942,26.837545,0,0,1.0504667,0.29325792,0.1550747,0.06793631,0.3293737,-117.96236,-32.244095,3.0198455,-28.20537,False,352,11455.807289379241,7.925253,1445.4816,15.539803,41,8790.25668069275,17.741005,495.4768,15.4785385,37,4193.59888611338,11.114889,377.29562,15.691428,1.1333864,0,0,0,0,0,-0.21288967,-0.061264038,-0.15162563,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,30.689806289893266,41.198145698666885,238.68703691086392,36.59656286367147,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
939,WD1615-154,4328293291578459392,29465,8.03,,1636148068921376768,Gaia DR3 4328293291578459392,4328293291578459392,1333448923,2016.0,244.47937645810632,0.035447504,-15.59855112386215,0.024737375,21.439833914699243,0.040892344,524.29944,238.08746,-172.25915897097576,0.04490413,-164.35456735926832,0.03502368,-0.18634248,-0.19544514,0.04484291,-0.1722637,-0.23901428,-0.072739445,0.25649062,-0.15867242,0.05309557,-0.10996587,271,0,270,1,2.456956,1827.3572,0.27390197,51.945007,31,False,1.8656886,,,,,,,,31,16,0.062990636,33,8,0,0.044411782,55.579082,0,0,1.1072981,0.21097338,0.4248576,0.2847348,0.36970252,-111.99345,12.963759,-15.511119,-36.41933,False,282,82285.23361564292,46.794453,1758.44,13.399062,32,67926.99051818905,107.96577,629.153,13.258436,29,26650.574614826128,25.693663,1037.2432,13.683629,1.1493869,0,0,0,0,0,-0.42519283,-0.14062595,-0.28456688,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,358.79045832505346,24.180234006720948,245.35353744509962,5.6837948165903365,False,False,0,True,True,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
941,WD1619+123,4460086458999242368,16853,7.68,,1636148068921376768,Gaia DR3 4460086458999242368,4460086458999242368,1697140301,2016.0,245.51637907996593,0.021427233,12.22568893574896,0.01877394,17.914653009776476,0.02799503,639.9226,92.21702,63.66174968695133,0.02552082,-66.71701406305681,0.023164798,0.09031768,-0.24027641,0.31043538,0.029454255,-0.12457927,0.06118673,0.2944548,-0.24051836,0.0055704047,0.0737305,363,0,363,0,1.909186,674.5553,0.15361005,8.215744,31,False,1.7996268,,,,,,,,42,21,0.037099008,45,9,0,0.023298971,54.334064,0,0,1.0712386,0.3864619,0.1320616,0.08023454,0.45954645,-131.05687,-12.831493,-21.489092,-30.862478,False,376,25812.84143411683,15.754744,1638.4171,14.657778,40,19694.737181997814,23.064137,853.91174,14.602667,39,9539.039508200894,12.859479,741.7905,14.799134,1.1325284,0,1,0,1,0,-0.1964674,-0.05511093,-0.14135647,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,26.918091560065555,38.6214419281474,241.0368792655676,33.23591539262658,False,False,0,True,True,False,True,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
943,WD1620-391,6018034958869558912,24677,7.93,,1636148068921376768,Gaia DR3 6018034958869558912,6018034958869558912,1758423119,2016.0,245.8914359505284,0.036845494,-39.22948746474345,0.025916446,77.45445300678792,0.043276638,1789.7521,77.39865,77.3976910067686,0.049204715,0.3858446568492385,0.03833718,-0.016066464,-0.17367664,-0.11818531,-0.036579747,-0.17194392,0.03383401,-0.03555696,-0.24425405,0.059091322,0.04942464,289,289,288,1,-1.2351965,3741.6516,0.33348513,133.04161,31,False,1.8408566,,,,,,,,33,16,0.0687747,35,12,1,0.008560011,33.3319,0,0,0.94737566,,,,,,,,,False,296,749526.4624273363,364.14825,2058.3003,11.0004,31,605441.1868201216,726.1754,833.73956,10.883363,30,254916.05840656054,130.83319,1948.4052,11.231902,1.1478677,0,0,0,0,0,-0.34853935,-0.11703682,-0.23150253,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,341.532461481739,7.250537539882812,250.63567507532807,-17.397104980904047,False,False,0,True,True,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
945,WD1625+093,4452521234885949184,6410,7.4,,1636148068921376768,Gaia DR3 4452521234885949184,4452521234885949184,798607882,2016.0,246.97243578912594,0.028750809,9.202359409160096,0.02516847,39.85582927285886,0.03975985,1002.414,480.44165,-96.7301644610915,0.03725549,-470.6032791539724,0.031651497,-0.07957969,-0.058773164,0.15900415,0.07667964,-0.23393506,0.0978137,0.379027,-0.2587344,-0.1520151,-0.1636454,432,0,431,1,-1.1199652,409.19507,0.0,0.0,31,False,1.623961,,,,,,,,49,21,0.053480264,51,10,0,0.021881483,58.269283,0,0,0.96110475,0.40812534,0.27008936,0.28778625,0.34325874,-135.19283,18.01006,-25.064732,-36.92659,False,444,7280.578860206008,3.020282,2410.5625,16.031952,48,4368.384813549085,12.150881,359.51178,16.23774,48,4255.293065118542,7.3967075,575.2956,15.675571,1.184477,0,37,0,36,0,0.5621681,0.20578766,0.35638046,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,24.291740948768478,36.00874194315212,243.364007709627,30.537003720451647,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
947,WD1636+057,4435778215414219520,8442,8.18,,1636148068921376768,Gaia DR3 4435778215414219520,4435778215414219520,903082220,2016.0,249.72557959614127,0.040863596,5.676341159166172,0.02576062,27.75141237334975,0.050721,547.1385,526.03625,-309.76331367140216,0.057926584,-425.1598037191763,0.049778745,0.04278503,-0.28694814,0.037427712,-0.15095404,0.023835026,-0.09025968,0.043944687,-0.1964806,0.15993373,-0.026379554,368,0,366,2,-0.25279403,367.65338,0.0,0.0,31,False,1.6837645,,,,,,,,42,19,0.080658555,43,8,0,0.010373646,33.68361,3,0,0.9896864,0.11814297,0.3779259,0.28637227,0.40967906,-62.176487,-1.7674484,-4.664121,-24.249107,False,373,5508.972479343105,3.5263705,1562.2217,16.33469,40,3634.6815024239067,11.454773,317.30716,16.437376,37,2794.5121805738227,11.881625,235.19612,16.13213,1.1670405,0,16,0,14,0,0.30524635,0.10268593,0.20256042,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,22.063513597813998,31.95011698024989,247.11954068358872,27.519450495333633,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
949,WD1640+113,4447202622266019072,19718,7.85,,1636148068921376768,Gaia DR3 4447202622266019072,4447202622266019072,1277746498,2016.0,250.72760595794307,0.031123407,11.278095482726236,0.026538324,8.808685287624668,0.042901758,205.32224,55.95274,-46.64670474207388,0.045721553,-30.899743022410377,0.03787675,0.2985342,-0.09407237,-0.15640971,-0.08669196,-0.10824807,-0.11296367,-0.308223,-0.19850083,-0.006162572,0.5852375,464,0,464,0,-0.30516198,573.2948,0.12711,1.7250589,31,False,1.8189628,,,,,,,,53,23,0.0740389,54,20,0,0.02409717,171.29831,0,0,0.9892214,0.08866045,0.34176144,0.095262155,0.4993146,-136.16878,-28.886036,13.038706,-33.231407,False,463,6891.57945675753,4.522358,1523.8907,16.09157,50,5370.497939691554,10.222567,525.3571,16.013506,46,2451.235533152619,8.860839,276.63696,16.274433,1.1349696,0,2,0,1,0,-0.2609272,-0.078063965,-0.18286324,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,28.539931203314435,33.60018802492389,247.24061960714084,33.20717036308029,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445892e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
